BOR;AN;FI;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A37;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42
PSY2;2013;310783063;310781406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.29;0;;0;;0;;0;;0;
PSY2;2013;310783097;750005068;193;;;;;;;;;;;;;11115;;;;;;;;;;;;;;;;;;;;;3.5;0;;0;;0;;0;;0;
PSY2;2013;310787304;310781406;2689;27;3;;2;123;11;27;3;;2;123;11;23237;737;123;;8;3905;469;6778;3;;;;82;;25033;84;29;;2;158;;11;0;;0;;0;;0;;0;
PSY2;2013;310788906;;99;;;;;;;;;;;;;8451;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;310795463;310785068;91;;;;;;;;;;;;;4920;;;;;;;3598;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;320000094;320780125;5084;76;0;0;0;121;58;76;0;0;0;121;58;52412;6420;0;0;0;5509;2535;12056;344;0;0;0;303;7;55189;1393;0;0;0;1146;438;;1;0.3;1;36.04;1;22.9;0;;0;
PSY2;2013;320780109;320000078;594;;;;;;;;;;;;;21535;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;330000431;;174;;;;;;;;;;;;;18148;;;;;;;;;;;;;;;;;;;;;3.1;0;;0;;0;;0;;0;
PSY2;2013;330000639;330781287;25266;512;8;16;7;1121;58;639;12;18;7;1353;64;132439;15164;866;109;45;28139;998;41702;1638;65;1;;1345;1;190549;4221;41;61;21;2488;101;;;;;;;;0;;;
PSY2;2013;330000647;330781295;1594;293;43;;24;552;45;301;43;;25;573;47;99197;28312;9125;;3358;34724;2155;25825;778;;;;668;;139126;5273;117;;;6410;2;;1;;1;;1;;1;;0;
PSY2;2013;330000779;;561;;;;;;;;;;;;;;;;;;;;19465;;;;;;;;;;;;;;5.49;0;;0;;0;;0;;0;
PSY2;2013;330780289;330790809;33;;;;;;;;;;;;;5463;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;330780297;330000175;339;;;;;;;;;;;;;12334;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;330780313;330000191;593;;;;;;;;;;;;;29113;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;330780321;330000209;585;;;;;;;;;;;;;22209;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;330780636;330785072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;0;;0;;0;;0;
PSY2;2013;330780776;310021050;618;;;;;;;;;;;;;28811;;;;;;;;;;;;;;;;;;;;;2;0;;0;;0;;0;;0;
PSY2;2013;330781170;330785072;103;;;;;;;;;;;;;13557;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;330781188;330056540;246;;;;;;;;;;;;;7066;;;;;;;6127;;;;;;;;;;;;;;2.45;0;;0;;0;;0;;0;
PSY2;2013;330781303;750821092;399;;;;;;;;;;;;;3356;;;;;;;0;;;;;;;4321;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;330782350;330000480;89;;;;;;;;;;;;;7309;;;;;;;;;;;;;;;;;;;;;2.1;0;;0;;0;;0;;0;
PSY2;2013;330783614;330785072;63;;;;;;;;;;;;;;;;;;;;7078;;;;;;;;;;;;;;;0;;0;;;;0;;0;
PSY2;2013;330783721;330781253;6013;50;;11;4;100;2;;;;;;;28782;1385;;48;14;2317;268;16525;40;;3;;179;;51639;237;;58;8;427;;;;;;;;;;;;
PSY2;2013;330783960;750005068;342;;;;;;;;;;;;;;;;;;;;12937;;;;;;;966;;;;;;;3.25;0;;0;;0;;0;;0;
PSY2;2013;330785064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46;0;;0;;0;;0;;0;
PSY2;2013;330802752;330781196;92;;;2;;;;;;;;;;2382;;;118;;;;353;;;1;;;;;;;;;;;;1;;0;;1;;0;;0;
PSY2;2013;340010149;340010099;153;;;;;;;;;;;;;18755;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;340011386;340787399;114;;;;;;;;;;;;;2920;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;340016732;340780055;735;27;0;0;48;232;52;33;0;0;66;266;56;30340;1563;0;0;408;7142;2037;17345;99;0;0;0;49;33;61079;250;0;0;26;1985;180;;1;1.7;1;4.6;1;3.2;0;;0;
PSY2;2013;340780121;340000082;706;;;;;;;;;;;;;34533;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;340780485;340780477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;1;;1;;0;
PSY2;2013;340780758;340000355;1126;;;;;;;;;;;;;66122;;;;;;;5870;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;340780766;340000363;719;;;;;;;;;;;;;38538;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;
PSY2;2013;340780782;340000371;1407;;;;;;;;;;;;;58218;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;340780790;340000389;465;;;;;;;;;;;;;23656;;;;;;;;;;;;;;;;;;;;;;0;;1;93.1;0;;0;;0;
PSY2;2013;340780931;340000454;266;;;;;;;;;;;;;31757;;;;;;;5194;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;340782036;340780477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;1;29.65;0;;0;
PSY2;2013;340787266;340011295;339;9;;;;47;5;8;;;;48;6;6287;460;;;;1832;204;5459;;;;;189;;18794;;;;;;;11;1;1.25;1;;0;;0;;0;
PSY2;2013;350000147;350000022;535;20;1;0;9;138;60;20;1;0;9;145;61;24359;1167;0;0;36;7348;1822;8659;1;0;0;0;45;131;55841;244;10;0;2;797;342;10.2;1;;0;;1;;0;;0;
PSY2;2013;350000162;350000048;2355;14;;;;100;5;18;;;;140;;5576;582;;;;3390;;1298;236;;;;358;;20188;190;;;;194;19;;;;;;;;;;;
PSY2;2013;350000337;350000246;4890;152;14;2;78;874;327;156;16;2;120;959;353;8209;10022;2461;23;1102;28116;9289;194042;156;180;;11;340;137;60297;93;54;;65;374;85;;0;;1;;1;;0;;1;
PSY2;2013;350000402;;771;;;;;;;;;;;;;26562;;;;;;;3920;;;;;;;;;;;;;;0.2;0;;0;;0;;0;;0;
PSY2;2013;350002119;350000386;607;;;;;;;;;;;;;29790;;;;;;;3734;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;350002192;220020739;711;;;;;;;;;;;;;28464;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;350002234;750720575;49;;;;;;;;;;;;;2167;;;;;;;1428;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;350002754;440042844;120;;;;;;;;;;;;;;;;;;;;15544;;;;;;;544;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;350039574;350023495;92;;;;;;;;;;;;;;;;;;;;1040;;;;;;;2384;;;;;;;0.6;0;;0;;0;;0;;0;
PSY2;2013;360000137;360000053;1470;41;;;10;245;18;41;;;12;264;19;20167;3288;;;;10511;166;369;;;;;29;;15870;1469;;;21;4858;104;3;1;1;0;;0;;0;;1;
PSY2;2013;360000145;360000061;366;;;;;;;;;;;;;11436;;;;;;;2202;;;;;;;1325;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;360000210;360000319;391;;;;;;;;;;;;;18169;;;;;;;2935;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;360000327;360000053;1470;41;;;10;245;18;41;;;12;261;19;20167;3288;;;;10511;166;369;;;;;29;;15870;1469;;;21;4858;104;;1;1;0;;0;;0;;1;
PSY2;2013;370000127;370000259;619;;;;;;;;;;;;;26370;;;;;;;4241;;;;;;;;;;;;;;0.3;0;;1;15.7;0;;0;;0;
PSY2;2013;370000143;370000291;370;;;;;;;;;;;;;19400;;;;;;;2767;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;370000499;370000481;1410;;;;;;;;;;;;;0;;;;;;;0;;;;;;;15135;;;;;;;29.25;;;;;;;;;;
PSY2;2013;370000531;370000606;2459;9;0;0;5;52;18;88;0;0;5;306;26;17861;311;0;0;5;3283;282;25114;589;0;0;13;753;1864;23068;104;0;0;0;667;17;12.6;1;;0;;1;;0;;0;
PSY2;2013;370000580;370000564;1099;23;;;1;57;;;;;;;;11188;914;;;364;3825;;3188;148;;;9;328;;6880;101;;;;56;;3.6;1;;0;;0;;0;;0;
PSY2;2013;370000861;370000481;298;8;0;0;0;62;9;9;0;0;0;63;9;513;33;0;0;0;179;20;764;24;0;0;0;64;2;9519;106;0;0;0;445;82;197.15;;;;;;;;;;
PSY2;2013;370000879;370000564;1841;;;;;2;;;;;;;;;;;;;;;1240;;;;;91;;27656;;;;;;;4;1;;0;;0;;0;;0;
PSY2;2013;370000903;370000614;1140;8;1;;;16;1;;;;;;;;;;;;;;2921;150;;;;84;;7449;64;18;;;61;1;;1;;0;;0;;0;;0;
PSY2;2013;370004467;370000481;552;11;0;0;6;127;18;11;0;0;6;128;18;1104;41;0;0;12;338;28;856;29;0;0;0;105;0;36858;101;0;0;0;256;6;179.35;;;;;;;;;;
PSY2;2013;370005050;370000481;406;9;0;0;2;113;23;9;0;0;3;116;23;11020;1393;0;0;22;4912;630;0;0;0;0;0;0;0;10928;117;0;0;0;370;0;80.45;;;;;;;;;;
PSY2;2013;370013062;;1124;;;;;;;;;;;;;44571;;;;;;;;;;;;;;;;;;;;;0.5;0;;0;;0;;0;;0;
PSY2;2013;380000034;380780049;117;;;;;;;;;;;;;2309;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;380000067;380780080;3222;15;;;1;96;11;;;;;;;9577;673;;;;3282;406;837;27;;;;206;18;16026;14;;;3;166;1;;0;;0;;0;;0;;0;
PSY2;2013;380000133;380780247;18479;265;10;6;3;732;237;216;9;2;3;622;196;79959;9104;770;58;19;21129;6064;30393;474;0;0;41;1486;286;222085;4577;248;34;7;10450;3738;83.8;1;3.23;1;5.8;1;50.89;0;0;1;15.9
PSY2;2013;380000174;380781435;2900;31;;;;88;21;24;;;;96;12;14580;1517;;;;3003;807;4202;5;;;;0;0;29260;122;;;;87;0;18.15;1;0.52;0;;1;4.07;0;;0;
PSY2;2013;380780296;920019718;936;0;0;0;0;0;0;0;0;0;0;0;0;34548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;
PSY2;2013;380780312;750720575;313;;;;;;;;;;;;;28833;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;380784462;750005068;373;;;;;;;;;;;;;252;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;380784736;380780049;2387;;;;;;;;;;;;;;;;;;;;4121;;;;;;;33263;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;380794297;;4042;47;5;;;234;36;26;;;;231;33;25410;2374;279;;;5392;638;8876;74;21;;;134;;28395;129;17;;;148;;19.85;0;;0;;0;;0;;0;
PSY2;2013;390000164;390780476;8260;28;4;2;2;278;148;29;7;2;3;290;157;65554;1949;1194;0;49;9054;8547;28979;193;0;52;0;924;74;73444;155;0;10;1;1732;173;27;1;1;1;;1;;0;;0;
PSY2;2013;400000105;400780193;4483;2;;;;19;3;2;;;;30;3;5945;103;;;;708;63;5197;;;;;;;43060;;;;;;;;1;1.31;1;6.52;1;1.12;;;;
PSY2;2013;400000113;400011177;963;30;;3;37;220;18;34;;3;46;242;19;55875;3161;;32;326;4847;778;41642;;;;;117;;68153;136;312;;64;1041;20;;1;19.1;1;0.6;1;1;0;;0;
PSY2;2013;400780367;750720575;175;;;;;;;;;;;;;10744;;;;;;;1671;;;;;;;344;;;;;;;4;0;;0;;1;94.44;0;;0;
PSY2;2013;400780375;310021043;562;;;;;;;;;;;;;14486;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;410000020;410000087;2204;32;;;324;123;22;32;;;;123;;9975;2125;;;;4721;1074;1899;26;;;;572;84;44149;497;;;2011;1252;69;12.6;1;0.8;0;;1;5.8;0;;0;
PSY2;2013;410000046;410000103;526;23;1;0;0;61;10;57;1;0;0;117;20;21714;1443;0;0;0;2299;504;0;0;0;0;0;0;0;18578;0;3;0;0;0;0;4.98;1;1;0;;1;3;0;;0;
PSY2;2013;410000277;410000467;386;;;;;;;;;;;;;39135;;;;;;;12315;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;410000285;410000475;171;;;;;;;;;;;;;18862;;;;;;;3515;;;;;;;;;;;;;;3;0;;0;;1;;0;;0;
PSY2;2013;410000293;410000491;208;;;;;;;;;;;;;37014;;;;;;;6446;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;410003768;410000095;874;11;;;;22;6;15;;;;23;6;7643;605;;;;656;256;7319;21;;;;59;111;5171;18;;;;63;18;4;1;;0;;0;;0;;0;
PSY2;2013;420000010;420780033;4865;23;;;;141;;;;;;;;13126;427;;;;2746;;10126;55;;;;25;;44719;0;;;;0;;14;1;0.4;0;;1;7.5;0;;0;
PSY2;2013;420000226;420013831;4902;57;;;2;193;3;586;;;3;596;3;6788;1351;;;91;4223;45;2897;19;;;;4;;26172;462;106;;2;368;;11.6;0;;0;;0;;0;;0;
PSY2;2013;420012320;420013831;143;1;;;;1;;;;;;;;;;;;;;;5027;96;;;;109;;;;;;;;;;1;;0;;1;;0;;0;
PSY2;2013;420781767;420000523;563;;;;;;;;;;;;;23371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;420783102;420000929;322;;;;;;;;;;;;;15297;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;420785354;420784878;497;51;0;1;10;381;54;61;0;1;10;381;54;0;;;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;
PSY2;2013;420788440;420001794;1086;;;;;;;;;;;;;946;;;;;;;140;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;420790081;920000395;785;;;;;;;;;;;;;27741;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;;0;;0;
PSY2;2013;430000026;630786754;6649;54;2;7;8;241;94;;;;;;;60515;4169;244;155;85;11433;5267;26972;555;0;0;0;679;364;51823;319;1;22;40;537;247;;1;0.5;1;72.25;1;15.03;0;;0;
PSY2;2013;440000180;440000263;999;47;;;2;273;54;22;;;10;200;44;33876;3761;;;4;16945;1217;12235;206;;;;1150;47;72093;;;;;;;;0;;1;21.05;1;1.5;0;;0;
PSY2;2013;440000800;440001246;474;;;;;;;;;;;;;19066;;;;;;;3509;;;;;;;;;;;;;;0;0;;0;;0;;0;;0;
PSY2;2013;440001972;440003309;876;28;2;3;1;186;29;36;3;3;2;327;32;22260;2168;397;56;5;5858;489;15243;13;140;5;0;1147;1;62572;109;92;9;2;3039;62;;0;;1;;1;;0;;0;
PSY2;2013;440003390;440001998;750;;;;;;;;;;;;;22738;;;;;;;6309;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;440007482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;0;;0;;0;;0;;0;
PSY2;2013;440007607;440000057;1233;39;1;1;2;187;42;58;1;1;4;278;49;25859;2088;8;1;3;4705;645;;;;;;;;;;;;;;;6;;;;;;;;;;
PSY2;2013;440012102;440000057;3004;12;;;2;86;9;;;;;;;;;;;;;;4170;164;;;;521;14;34940;286;;;13;1136;138;17.25;0;;;;;;;;;
PSY2;2013;440018729;;54;;;;;;;;;;;;;4681;;;;;;;2256;;;;;;;;;;;;;;;0;;0;;1;2.42;0;;0;
PSY2;2013;440021392;440000289;15764;129;0;0;0;438;133;;;;;;;66110;5093;0;0;0;12626;3372;31174;624;0;0;0;1126;166;115866;1353;0;0;0;1889;327;;1;;1;;1;;1;;1;
PSY2;2013;440046001;440042372;272;;;4;;;;;;4;;;;;;;147;;;;41036;;;;;;;;;;;;;;;0;;0;;1;;0;;0;
PSY2;2013;450000062;450000104;2121;15;1;;;62;20;15;1;;;63;21;9946;442;9;;;1512;957;2473;346;;;;285;68;16489;59;16;;;843;186;10.23;1;;0;;0;;0;;0;
PSY2;2013;450000252;450000559;669;;;;;;;;;;;;;32054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;450000930;450002423;13092;168;10;;52;390;132;174;10;;55;412;140;48001;10863;1199;;2674;19147;5289;19976;1302;274;;0;1370;92;120088;5747;415;;44;6929;2359;45.88;0;;0;;1;34.38;0;;0;
PSY2;2013;450011507;;52;;;;;;;;;;;;;1856;;;;;;;3500;;;;;;;;;;;;;;1;0;;0;;0;;0;;0;
PSY2;2013;450018924;450015409;197;;;;;;;;;;;;;9559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2013;460785090;;7481;49;2;0;0;152;140;49;2;0;0;159;150;35403;3102;365;0;0;5561;2936;10437;119;96;0;0;365;52;90514;969;13;0;0;1027;590;27.8;1;0.8;1;87.65;1;30.37;0;;0;
PSY2;2013;470000563;470000381;8110;149;11;8;38;200;189;152;11;8;55;205;211;73787;11794;495;195;196;10974;4595;25779;926;5;;;552;17;91359;1427;;;18;586;220;40.35;1;2;1;46.6;1;39.33;0;;0;
PSY2;2013;470005406;470000316;328;;;;;;;;;;;;;6261;;;;;;;;;;;;;;;;;;;;;1.6;;;;;;;;;;
PSY2;2013;470009143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;0.81;0;;0;
PSY2;2013;480000058;480780147;596;28;1;0;3;69;27;60;1;0;4;107;31;32972;1068;365;0;18;2086;541;10266;23;0;0;0;360;2;30712;212;0;0;0;393;98;14;1;0.2;1;44.17;1;19.53;0;;0;
PSY2;2013;490000106;490000163;12956;90;10;4;17;425;247;95;10;4;22;479;262;98834;6473;1327;64;233;11885;3661;31285;164;112;;;195;202;156577;481;345;;;282;102;59.02;1;0;1;0.4;1;17.34;0;;0;
PSY2;2013;490000247;490000130;265;0;0;0;0;0;0;0;0;0;0;0;0;265;0;;0;0;0;0;;;;;;;;;;;;;;;0;0;;0;;0;;0;;0;
PSY2;2013;490000635;490000676;5071;94;12;3;1;190;2;27;12;3;1;172;2;23823;1100;;;;7078;;11596;137;;;;449;;37813;202;22;3;1;167;3;16.9;1;0.5;1;12.11;1;2.41;0;;0;
PSY2;2013;490001765;490528452;1954;14;2;;;40;;;;;;;;4490;673;;;;1275;;3105;130;;;;6;;21658;1123;;;;311;;12;1;0.5;0;;1;2.9;0;;0;
PSY2;2013;490002979;490535705;163;;;;;;;;;;;;;20740;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;;0;;0;
PSY2;2013;500000575;500000245;6995;34;;3;;94;67;34;;3;;94;67;33876;2945;;76;;2408;1386;30587;481;;;;1964;258;66925;458;;15;;824;357;5.92;1;;1;24.3;0;;0;;0;
PSY2;2013;500010384;;11861;62;0;1;13;202;60;;;;;;;47394;5467;0;0;51;4665;1376;10713;764;0;0;0;528;30;124819;1492;0;5;80;3745;472;32.36;1;0.85;0;;0;;0;;0;
PSY2;2013;500015185;;7622;149;3;0;1;84;22;;;;;;;37080;279;0;0;0;1839;713;26302;478;0;0;0;0;0;63358;193;2;0;1;0;0;18;1;10.95;0;;1;28.24;0;;0;
PSY2;2013;510000219;510000052;14811;142;12;1;8;350;45;154;13;1;8;392;46;93537;16320;2473;6;405;14132;1198;19231;414;465;;;776;109;223323;2054;10;;;2060;155;62;1;0.74;1;8.52;1;10.85;1;88.62;1;10.84
PSY2;2013;510000284;510000615;457;;;;;;;;;;;;;14243;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;510000813;510000854;58;;;;;;;;;;;;;8908;;;;;;;;;;;;;;;;;;;;;0.2;0;;0;;0;;0;;0;
PSY2;2013;510002447;510000029;6766;14;1;0;0;47;28;15;1;0;0;92;0;14991;1268;0;0;0;2045;850;1950;0;0;0;0;0;0;52531;212;5;0;0;373;3;21.8;;;1;;1;;0;;0;
PSY2;2013;520000076;520780081;1371;28;7;1;4;110;39;29;7;1;4;124;42;42107;1249;699;20;24;2004;1407;21070;0;0;0;0;38;7;87803;126;;;;253;15;13.3;1;4.07;1;7.69;1;15.58;0;;0;
PSY2;2013;530000017;530000025;211;13;;;;44;13;21;;;;48;14;6387;1199;;;;1152;214;;;;;;;;;;;;;;;;1;;0;;0;;0;;0;
PSY2;2013;530000124;530000249;367;;;;;;;;;;;;;19503;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;530000173;530000074;502;15;;;;58;13;;;;;;;36020;900;;;;1961;311;3815;42;;;;17;;24755;325;;;;305;20;6;1;4;0;;0;;0;;0;
PSY2;2013;530000264;530000371;336;31;2;;7;85;21;37;3;;7;408;23;18916;2812;185;;44;5740;1032;5316;225;;;;456;;25594;264;;;;817;;15.5;1;0.8;0;;1;1;0;;0;
PSY2;2013;530007285;530007210;1829;;;;;;;;;;;;;4058;;;;;;;;;;;;;;14381;;;;;;;0.4;0;;0;;0;;0;;0;
PSY2;2013;540000312;540000114;253;6;1;;;56;26;7;1;;;71;30;13651;142;1;;;1578;656;5457;;;;;216;;3674;;;;;129;;5;0;;0;;0;;0;;0;
PSY2;2013;540001070;540000767;3716;11;;;;53;3;16;;;;56;3;7566;1085;;;;1709;66;4353;686;;;;111;;34197;16;;;;;;;1;1;0;;0;;0;;0;
PSY2;2013;540001096;570010181;181;12;;;;47;10;;;;;;;4204;586;;;;1217;516;;;;;;;;;;;;;;;1;1;0.2;0;;0;;0;;0;
PSY2;2013;540002698;540002078;375;14;;;1;41;29;17;;;1;52;31;8364;757;;;7;1330;865;139;;;;;;;4199;1;;;;3;;;0;;0;;0;;0;;0;
PSY2;2013;540006830;540000767;3716;11;;;;53;3;16;;;;56;3;7566;1085;;;;1709;66;4353;686;;;;111;;34197;16;;;;;;;0;;0;;1;3.75;0;;0;
PSY2;2013;540013109;540000114;1473;1;;;;6;2;;;;;;;;;;;;;;57;;;;;3;1;15809;11;;;;86;2;5;0;;0;;0;;0;;0;
PSY2;2013;540014073;540000056;2521;150;11;0;4;304;107;176;13;;4;370;118;81087;7515;2691;;18;14717;3517;17274;192;35;;0;312;58;238632;1545;601;;2;2271;698;;1;5.2;1;45.6;1;105.15;0;;0;
PSY2;2013;540020054;540002078;1247;4;;;;9;10;4;;;;9;10;;;;;;;;;;;;;;;8201;29;;;;105;38;;1;;0;;0;;0;;0;
PSY2;2013;550000186;550000020;891;;;;;;;;;;;;;1296;;;;;;;5347;;;;;;;;;;;;;;;1;;0;;1;;0;;1;
PSY2;2013;550000251;550000095;4372;29;15;;32;119;5;29;15;;32;119;5;47591;2669;454;;214;5087;54;15020;704;219;;;1901;;39504;180;85;;;699;1;;1;0.2;1;0.8;1;2;0;;0;
PSY2;2013;550003362;550000020;3173;83;;;319;153;10;33;;;23;75;5;15150;1682;;;;5781;117;9193;586;;;;1343;30;25918;313;;;2440;1997;17;;1;;0;;0;;0;;0;
PSY2;2013;560000242;560022246;227;;;;;;;;;;;;;38431;;;;;;;;;;;;;;;;;;;;;4;0;;0;;0;;0;;0;
PSY2;2013;560000382;560002032;12891;102;7;;4;645;85;135;11;;8;734;101;97497;5226;1823;;15;20156;1885;52271;587;387;;;1486;246;114795;984;1;;4;2835;326;44;0;;1;81.07;1;41.7;0;;0;
PSY2;2013;560000697;560002677;9500;53;5;1;16;271;12;55;6;1;18;298;13;42362;2812;1724;30;91;10289;311;27269;723;;;;766;;93298;164;;;;405;;26.6;1;1.3;1;5.1;1;13;0;;0;
PSY2;2013;560002081;560000416;609;;;;;;;;;;;;;28259;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;560002123;750043994;632;;;;;;;;;;;;;24714;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;560002685;750043713;481;;;;;;;;;;;;;17087;;;;;;;;;;;;;;;;;;;;;3;0;;0;;0;;0;;0;
PSY2;2013;560004277;750721029;29;;;;;;;;;;;;;5182;;;;;;;;;;;;;;;;;;;;;0.2;0;;0;;0;;0;;0;
PSY2;2013;560006991;220017974;4545;5;;;;6;5;5;;;;6;5;6723;;;;;;;5929;2;;;;;;34401;9;;;;72;17;;1;;0;;0;;0;;0;
PSY2;2013;570000349;570005165;416;;;1;1;16;1;;;1;1;16;1;1162;;;0;1;33;1;;;;;;;;;;;;;;;;1;2.5;0;;0;;0;;0;
PSY2;2013;570000596;750821092;276;1;;;;;;;;;;;;5952;22;;;;;;1146;;;;;;;4033;;;;;;;4;0;;0;;0;;0;;0;
PSY2;2013;570000885;570000133;9481;35;;;;144;57;;;;;;;53808;3874;;;;7734;1591;17680;106;;;;118;9;78297;131;;;;405;51;25.8;1;0.2;1;3.8;0;;0;;1;20.24
PSY2;2013;570000893;570000141;8435;286;43;;39;305;191;298;43;;42;391;202;89120;46443;7727;;4507;5802;3596;15662;5;21;;;239;33;77513;509;94;;22;607;138;30.4;1;1;0;;0;;1;231.69;;
PSY2;2013;570001016;570000513;2047;80;2;2;10;388;148;94;0;2;10;809;151;88046;2369;724;28;566;15578;4171;5264;0;0;0;0;0;0;114319;152;0;5;0;2467;265;31.43;1;3.67;0;;1;31.53;0;;0;
PSY2;2013;570001099;570023630;361;;;;;;;;;;;;;12045;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;570002287;570001230;537;;;;;;;;;;;;;24235;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;570005256;570005165;209;;;;;103;2;;;;;142;2;10829;;;;;5855;22;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;
PSY2;2013;570010181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;1;0.2;0;;0;;0;;0;
PSY2;2013;570015750;570005165;4299;;;;;;;;;;;;;;;;;;;;1378;;;;;;;41849;;;;;;;;1;5.2;0;;0;;0;;0;
PSY2;2013;570023309;570023283;39;;;;;;;;;;;;;4825;;;;;;;749;;;;;;;;;;;;;;1.5;0;;0;;0;;0;;0;
PSY2;2013;580780237;580000099;718;;;;;;;;;;;;;34510;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;
PSY2;2013;580972636;580780971;7703;55;2;;9;106;55;86;2;;10;191;60;46325;2681;721;;56;5687;1628;13176;1113;;;;1872;230;83194;1330;;;1640;3489;90;24;1;0.5;0;;0;;0;;0;
PSY2;2013;580972693;580780039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;1.64;0;;;
PSY2;2013;590000014;590780052;;;;;;;;6;;;;47;9;;;;;;;;;;;;;;;;;;;;;;4.1;0;;0;;0;;0;;0;
