BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2013;760017079;760017038;M1180;3;;3
SSR_P;2013;760017079;760017038;N241P;8;0;8
SSR_P;2013;760017079;760017038;N2430;;1;0.33
SSR_P;2013;760017079;760017038;N2450;;1;0.5
SSR_P;2013;760017079;760017038;N2460;3;;3
SSR_P;2013;760017079;760017038;N2500;10;9;13.34
SSR_P;2013;760017079;760017038;N2710;;1;0.5
SSR_P;2013;760017079;760017038;N3120;;1;0.2
SSR_P;2013;760017079;760017038;NAUT;2;;2
SSR_P;2013;760017079;760017038;NCINF;9;6;12.7
SSR_P;2013;760017079;760017038;M9999;3;;3
SSR_P;2013;760027292;760027300;M1010;;2;1
SSR_P;2013;760027292;760027300;M1070;;1;0.1
SSR_P;2013;760027292;760027300;M1120;;3;1
SSR_P;2013;760027292;760027300;M1150;;2;1
SSR_P;2013;760027292;760027300;M3020;;1;0.1
SSR_P;2013;760027292;760027300;N241P;;4;1
SSR_P;2013;760027292;760027300;N2450;;1;0.26
SSR_P;2013;760027292;760027300;N2500;7;;7
SSR_P;2013;760027292;760027300;N2710;;1;0.17
SSR_P;2013;760027292;760027300;NCINF;8;;8
SSR_P;2013;760027292;760027300;M9999;;9;3.2
SSR_P;2013;760780130;760000091;M1010;1;;1
SSR_P;2013;760780130;760000091;N241P;0;1;0.5
SSR_P;2013;760780130;760000091;N2450;0;1;0.4
SSR_P;2013;760780130;760000091;N2500;7;2;7
SSR_P;2013;760780130;760000091;NCINF;5;3;6.2
SSR_P;2013;760780130;760000091;M9999;1;;1
SSR_P;2013;760780619;760000307;N241P;;;1.4
SSR_P;2013;760780619;760000307;N2450;;;0.8
SSR_P;2013;760780619;760000307;N2500;;;2.93
SSR_P;2013;760780619;760000307;N2710;;;0.66
SSR_P;2013;760780619;760000307;N310H;;;1.59
SSR_P;2013;760780619;760000307;N3120;;;0.1
SSR_P;2013;760780619;760000307;NCINF;;;5.43
SSR_P;2013;760780619;760000307;N9999;;;12.91
SSR_P;2013;760780676;750808529;M1320;;3;1.53
SSR_P;2013;760780676;750808529;N241P;;2;1.25
SSR_P;2013;760780676;750808529;N2460;;1;0.28
SSR_P;2013;760780676;750808529;N2500;;29;8.2
SSR_P;2013;760780676;750808529;N3120;;1;0.8
SSR_P;2013;760780676;750808529;NCINF;;15;7.28
SSR_P;2013;760780676;750808529;M9999;;3;1.53
SSR_P;2013;760780692;760025734;M1180;7;2;7.87
SSR_P;2013;760780692;760025734;N241P;20;2;19.08
SSR_P;2013;760780692;760025734;N2430;;3;2.34
SSR_P;2013;760780692;760025734;N2450;;1;0.5
SSR_P;2013;760780692;760025734;N2460;11;;10.94
SSR_P;2013;760780692;760025734;N2500;62;5;62.35
SSR_P;2013;760780692;760025734;N2710;2;1;2.5
SSR_P;2013;760780692;760025734;N310H;3;2;4.2
SSR_P;2013;760780692;760025734;N3120;1;2;2.93
SSR_P;2013;760780692;760025734;NCINF;31;10;36.37
SSR_P;2013;760780692;760025734;M9999;7;2;7.87
SSR_P;2013;760780981;760027342;M1010;;4;2
SSR_P;2013;760780981;760027342;M1070;1;;0.61
SSR_P;2013;760780981;760027342;MAUT;;1;0.25
SSR_P;2013;760780981;760027342;N241P;;;
SSR_P;2013;760780981;760027342;N2450;;4;1.29
SSR_P;2013;760780981;760027342;N2500;7;11;12.27
SSR_P;2013;760780981;760027342;N2710;;2;0.48
SSR_P;2013;760780981;760027342;N310H;;1;0.55
SSR_P;2013;760780981;760027342;N3120;;1;0.4
SSR_P;2013;760780981;760027342;NAUT;8;16;15.7
SSR_P;2013;760780981;760027342;NCINF;9;8;11
SSR_P;2013;760780981;760027342;M9999;1;5;2.86
SSR_P;2013;760781054;930019484;M1010;;1;0.13
SSR_P;2013;760781054;930019484;M1140;1;;1
SSR_P;2013;760781054;930019484;N241P;2;;1.42
SSR_P;2013;760781054;930019484;N2430;;1;0.5
SSR_P;2013;760781054;930019484;N2450;;1;0.79
SSR_P;2013;760781054;930019484;N2460;2;;1.11
SSR_P;2013;760781054;930019484;N2500;8;;6.31
SSR_P;2013;760781054;930019484;N2710;1;;1
SSR_P;2013;760781054;930019484;N310H;6;;6.25
SSR_P;2013;760781054;930019484;N3120;;1;0.5
SSR_P;2013;760781054;930019484;NAUT;3;2;3.19
SSR_P;2013;760781054;930019484;NCINF;10;;9.4
SSR_P;2013;760781054;930019484;M9999;1;1;1.13
SSR_P;2013;760783035;750721334;M1070;;1;0.2
SSR_P;2013;760783035;750721334;M1150;;1;0.5
SSR_P;2013;760783035;750721334;M3020;;1;0.46
SSR_P;2013;760783035;750721334;MAUT;;4;0.83
SSR_P;2013;760783035;750721334;N241P;1;1;1.31
SSR_P;2013;760783035;750721334;N2450;;3;1.05
SSR_P;2013;760783035;750721334;N2460;;1;0.17
SSR_P;2013;760783035;750721334;N2500;17;5;19.92
SSR_P;2013;760783035;750721334;N2710;;6;0.86
SSR_P;2013;760783035;750721334;N310H;;2;1.58
SSR_P;2013;760783035;750721334;N3120;;2;0.95
SSR_P;2013;760783035;750721334;NAUT;11;1;8.1
SSR_P;2013;760783035;750721334;NCINF;22;5;21.82
SSR_P;2013;760783035;750721334;M9999;;7;1.99
SSR_P;2013;760783159;760000851;M1010;2;7;5.09
SSR_P;2013;760783159;760000851;M3020;;2;0.79
SSR_P;2013;760783159;760000851;N2450;;1;0.25
SSR_P;2013;760783159;760000851;N2500;3;0;3
SSR_P;2013;760783159;760000851;N2710;4;1;4.69
SSR_P;2013;760783159;760000851;N310H;1;1;1.2
SSR_P;2013;760783159;760000851;N3120;;1;0.12
SSR_P;2013;760783159;760000851;NAUT;19;3;20.2
SSR_P;2013;760783159;760000851;M9999;2;9;5.88
SSR_P;2013;760783522;760780239;M1010;3;2;4.33
SSR_P;2013;760783522;760780239;M1120;4;;1.53
SSR_P;2013;760783522;760780239;M1150;2;1;0.6
SSR_P;2013;760783522;760780239;M1320;1;;1
SSR_P;2013;760783522;760780239;N241P;2;;1.5
SSR_P;2013;760783522;760780239;N2430;1;;0.5
SSR_P;2013;760783522;760780239;N2450;1;1;0.14
SSR_P;2013;760783522;760780239;N2460;3;1;3.5
SSR_P;2013;760783522;760780239;N2500;73;27;89.56
SSR_P;2013;760783522;760780239;N2710;1;1;0.45
SSR_P;2013;760783522;760780239;N3120;;1;0.47
SSR_P;2013;760783522;760780239;NAUT;26;13;36.57
SSR_P;2013;760783522;760780239;NCINF;38;26;60.11
SSR_P;2013;760783522;760780239;M9999;10;3;7.46
SSR_P;2013;760783530;760780239;M1010;2;1;2.1
SSR_P;2013;760783530;760780239;M1120;;1;0.05
SSR_P;2013;760783530;760780239;M1320;1;;0.6
SSR_P;2013;760783530;760780239;N241P;1;;0.69
SSR_P;2013;760783530;760780239;N2430;1;;0.25
SSR_P;2013;760783530;760780239;N2450;;1;0.37
SSR_P;2013;760783530;760780239;N2460;2;;1
SSR_P;2013;760783530;760780239;N2470;1;;0.5
SSR_P;2013;760783530;760780239;N2500;18;2;17.67
SSR_P;2013;760783530;760780239;N2710;1;3;1.78
SSR_P;2013;760783530;760780239;N3120;5;;3.07
SSR_P;2013;760783530;760780239;NAUT;7;1;7.41
SSR_P;2013;760783530;760780239;NCINF;11;4;13.46
SSR_P;2013;760783530;760780239;M9999;3;2;2.75
SSR_P;2013;760805770;760780726;M1040;1;;0.42
SSR_P;2013;760805770;760780726;M1150;1;;0.2
SSR_P;2013;760805770;760780726;N241P;1;0;1
SSR_P;2013;760805770;760780726;N2450;1;0;0.2
SSR_P;2013;760805770;760780726;N2500;9;0;6.35
SSR_P;2013;760805770;760780726;N3120;1;0;0.2
SSR_P;2013;760805770;760780726;NAUT;4;1;4.07
SSR_P;2013;760805770;760780726;NCINF;6;3;8.76
SSR_P;2013;760805770;760780726;M9999;2;;0.62
SSR_P;2013;760920603;760920587;M1010;1;4;2.9
SSR_P;2013;760920603;760920587;MAUT;;1;0.25
SSR_P;2013;760920603;760920587;N241P;2;6;4.07
SSR_P;2013;760920603;760920587;N2450;;1;0.5
SSR_P;2013;760920603;760920587;N2500;11;12;16.69
SSR_P;2013;760920603;760920587;N2710;;1;0.5
SSR_P;2013;760920603;760920587;N3120;;1;0.4
SSR_P;2013;760920603;760920587;NAUT;8;21;18.42
SSR_P;2013;760920603;760920587;NCINF;8;9;11.73
SSR_P;2013;760920603;760920587;M9999;1;5;3.15
SSR_P;2013;760920918;760000273;M1010;2;2;3.6
SSR_P;2013;760920918;760000273;M1120;;;
SSR_P;2013;760920918;760000273;M1150;;;
SSR_P;2013;760920918;760000273;M1180;1;1;1.4
SSR_P;2013;760920918;760000273;M1190;;;
SSR_P;2013;760920918;760000273;M3020;;;
SSR_P;2013;760920918;760000273;N241P;10;0;10
SSR_P;2013;760920918;760000273;N2450;;1;0.5
SSR_P;2013;760920918;760000273;N2460;1;;1
SSR_P;2013;760920918;760000273;N2500;27;;27
SSR_P;2013;760920918;760000273;N2710;;1;0.5
SSR_P;2013;760920918;760000273;N310H;1;;1
SSR_P;2013;760920918;760000273;N3120;;1;0.5
SSR_P;2013;760920918;760000273;NAUT;2;;2
SSR_P;2013;760920918;760000273;NCINF;27;0;27
SSR_P;2013;760920918;760000273;M9999;3;3;5
SSR_P;2013;770000131;770110013;M1010;3;;3
SSR_P;2013;770000131;770110013;M1320;1;;1
SSR_P;2013;770000131;770110013;N241P;;;0.13
SSR_P;2013;770000131;770110013;N2500;34;6;38.73
SSR_P;2013;770000131;770110013;N2710;3;1;1.76
SSR_P;2013;770000131;770110013;N310H;1;;1
SSR_P;2013;770000131;770110013;N3120;;1;0.2
SSR_P;2013;770000131;770110013;NAUT;2;2;7.57
SSR_P;2013;770000131;770110013;NCINF;21;8;27.79
SSR_P;2013;770000131;770110013;M9999;4;;4
SSR_P;2013;770000149;770110021;M1010;1;;0.05
SSR_P;2013;770000149;770110021;M1150;1;;0.05
SSR_P;2013;770000149;770110021;M1190;1;;0.05
SSR_P;2013;770000149;770110021;MAUT;7;;1.05
SSR_P;2013;770000149;770110021;N2500;10;1;9.9
SSR_P;2013;770000149;770110021;NAUT;2;;2.15
SSR_P;2013;770000149;770110021;NCINF;9;2;10.5
SSR_P;2013;770000149;770110021;M9999;10;;1.2
SSR_P;2013;770000156;770110054;M1320;2;;2
SSR_P;2013;770000156;770110054;N241P;;;0.19
SSR_P;2013;770000156;770110054;N2460;1;;1
SSR_P;2013;770000156;770110054;N2500;13;1;14.01
SSR_P;2013;770000156;770110054;N2710;1;;1
SSR_P;2013;770000156;770110054;NAUT;3;1;3.75
SSR_P;2013;770000156;770110054;NCINF;8;2;9.55
SSR_P;2013;770000156;770110054;M9999;2;;2
SSR_P;2013;770000164;770110062;M1180;2;2;2.18
SSR_P;2013;770000164;770110062;N241P;;;0.79
SSR_P;2013;770000164;770110062;N2460;;1;0.86
SSR_P;2013;770000164;770110062;N2500;12;;11.12
SSR_P;2013;770000164;770110062;N2710;1;;0.8
SSR_P;2013;770000164;770110062;N310H;1;;0.08
SSR_P;2013;770000164;770110062;NAUT;2;;2.33
SSR_P;2013;770000164;770110062;NCINF;13;1;10.56
SSR_P;2013;770000164;770110062;M9999;2;2;2.18
SSR_P;2013;770000172;770110070;M1010;1;;1
SSR_P;2013;770000172;770110070;M1180;1;;0.9
SSR_P;2013;770000172;770110070;M1320;2;;1.5
SSR_P;2013;770000172;770110070;N241P;1;;1
SSR_P;2013;770000172;770110070;N2460;1;;1.03
SSR_P;2013;770000172;770110070;N2500;17;2;18.82
SSR_P;2013;770000172;770110070;N2710;1;;0.5
SSR_P;2013;770000172;770110070;NAUT;2;1;2.66
SSR_P;2013;770000172;770110070;NCINF;10;1;9.84
SSR_P;2013;770000172;770110070;M9999;4;;3.4
SSR_P;2013;770000180;770130011;M1010;0;4;0.95
SSR_P;2013;770000180;770130011;M1320;0;1;0.25
SSR_P;2013;770000180;770130011;MAUT;;1;0.3
SSR_P;2013;770000180;770130011;N241P;;4;1.6
SSR_P;2013;770000180;770130011;N2450;;1;0.12
SSR_P;2013;770000180;770130011;N2500;8;4;10.3
SSR_P;2013;770000180;770130011;N2710;;1;0.1
SSR_P;2013;770000180;770130011;N3120;;1;0.25
SSR_P;2013;770000180;770130011;NAUT;8;4;9.5
SSR_P;2013;770000180;770130011;NCINF;4;3;6.3
SSR_P;2013;770000180;770130011;M9999;0;6;1.5
SSR_P;2013;770000214;770130052;M1010;1;;1
SSR_P;2013;770000214;770130052;M1120;;1;0.6
SSR_P;2013;770000214;770130052;M1180;3;1;3.5
SSR_P;2013;770000214;770130052;M1320;2;1;1.9
SSR_P;2013;770000214;770130052;N241P;3;;2.88
SSR_P;2013;770000214;770130052;N2500;25;5;25.62
SSR_P;2013;770000214;770130052;N2710;;1;0.46
SSR_P;2013;770000214;770130052;NAUT;8;1;8.31
SSR_P;2013;770000214;770130052;NCINF;17;3;18.13
SSR_P;2013;770000214;770130052;M9999;6;3;7
SSR_P;2013;770000420;770700029;M1010;;2;0.3
SSR_P;2013;770000420;770700029;M1180;2;3;3.8
SSR_P;2013;770000420;770700029;MAUT;;4;0.39
SSR_P;2013;770000420;770700029;N241P;1;9;6.73
SSR_P;2013;770000420;770700029;N2430;;1;0.7
SSR_P;2013;770000420;770700029;N2460;;2;0.96
SSR_P;2013;770000420;770700029;N2470;1;;1
SSR_P;2013;770000420;770700029;N2500;6;6;8.96
SSR_P;2013;770000420;770700029;N2710;;1;0.41
SSR_P;2013;770000420;770700029;N3120;;1;0.3
SSR_P;2013;770000420;770700029;NAUT;;2;0.19
SSR_P;2013;770000420;770700029;NCINF;6;13;14.77
SSR_P;2013;770000420;770700029;M9999;2;9;4.49
SSR_P;2013;770016467;750043994;M1010;1;;1
SSR_P;2013;770016467;750043994;M1320;4;;4
SSR_P;2013;770016467;750043994;N241P;3;;3
SSR_P;2013;770016467;750043994;N2450;;1;0.3
SSR_P;2013;770016467;750043994;N2460;1;1;1.8
SSR_P;2013;770016467;750043994;N2500;30;2;31.32
SSR_P;2013;770016467;750043994;N2710;1;;1
SSR_P;2013;770016467;750043994;N3120;1;;1
SSR_P;2013;770016467;750043994;NAUT;29;1;29.5
SSR_P;2013;770016467;750043994;NCINF;15;2;16.32
SSR_P;2013;770016467;750043994;M9999;5;;5
SSR_P;2013;770016491;770016483;M1010;2;;2
SSR_P;2013;770016491;770016483;M1180;2;2;2.6
SSR_P;2013;770016491;770016483;M1320;1;;1
SSR_P;2013;770016491;770016483;MAUT;;1;0.75
SSR_P;2013;770016491;770016483;N241P;11;;11
SSR_P;2013;770016491;770016483;N2430;;3;1.6
SSR_P;2013;770016491;770016483;N2450;;1;0.8
SSR_P;2013;770016491;770016483;N2460;4;;4
SSR_P;2013;770016491;770016483;N2500;19;1;19.8
SSR_P;2013;770016491;770016483;N2710;;2;1.4
SSR_P;2013;770016491;770016483;N310H;6;;6
SSR_P;2013;770016491;770016483;N3120;1;;1
SSR_P;2013;770016491;770016483;NAUT;9;7;13
SSR_P;2013;770016491;770016483;NCINF;14;;14
SSR_P;2013;770016491;770016483;M9999;5;3;6.35
SSR_P;2013;770019032;770170017;M3020;2;0;0.9
SSR_P;2013;770019032;770170017;N2500;3;1;3.86
SSR_P;2013;770019032;770170017;N2710;;2;0.96
SSR_P;2013;770019032;770170017;N310H;1;;1.67
SSR_P;2013;770019032;770170017;N3120;1;;1
SSR_P;2013;770019032;770170017;NAUT;1;;1
SSR_P;2013;770019032;770170017;NCINF;8;;7.39
SSR_P;2013;770019032;770170017;M9999;2;0;0.9
SSR_P;2013;770150019;770019792;M1010;7;1;5.79
SSR_P;2013;770150019;770019792;M1070;0;3;2
SSR_P;2013;770150019;770019792;M1150;2;0;1.06
SSR_P;2013;770150019;770019792;MAUT;5;4;2.97
SSR_P;2013;770150019;770019792;N241P;8;1;6.25
SSR_P;2013;770150019;770019792;N2430;0;4;0.91
SSR_P;2013;770150019;770019792;N2450;9;8;10.53
SSR_P;2013;770150019;770019792;N2500;94;12;57.43
SSR_P;2013;770150019;770019792;N2710;1;2;1.52
SSR_P;2013;770150019;770019792;N3120;6;0;4.13
SSR_P;2013;770150019;770019792;NAUT;31;4;23.65
SSR_P;2013;770150019;770019792;NCINF;107;15;78.77
SSR_P;2013;770150019;770019792;M9999;14;8;11.82
SSR_P;2013;770150027;750720575;M1010;1;;1
SSR_P;2013;770150027;750720575;M1040;;1;0.02
SSR_P;2013;770150027;750720575;M1140;1;1;1.8
SSR_P;2013;770150027;750720575;M1180;3;;3
SSR_P;2013;770150027;750720575;M3020;;1;0.6
SSR_P;2013;770150027;750720575;N241P;11;1;11.21
SSR_P;2013;770150027;750720575;N2430;1;1;1.5
SSR_P;2013;770150027;750720575;N2450;2;1;2.23
SSR_P;2013;770150027;750720575;N2460;4;3;5.45
SSR_P;2013;770150027;750720575;N2470;1;1;1.45
SSR_P;2013;770150027;750720575;N2500;29;8;32.99
SSR_P;2013;770150027;750720575;N2710;3;1;3.18
SSR_P;2013;770150027;750720575;N310H;11;8;15.24
SSR_P;2013;770150027;750720575;N3120;2;1;2.5
SSR_P;2013;770150027;750720575;NCINF;28;16;40.5
SSR_P;2013;770150027;750720575;M9999;5;3;6.42
SSR_P;2013;770150043;750808529;M1180;3;1;3.9
SSR_P;2013;770150043;750808529;N241P;9;3;11
SSR_P;2013;770150043;750808529;N2430;;1;0.5
SSR_P;2013;770150043;750808529;N2460;;3;2
SSR_P;2013;770150043;750808529;N2500;20;2;21.6
SSR_P;2013;770150043;750808529;N2710;;2;1
SSR_P;2013;770150043;750808529;N3120;1;;1
SSR_P;2013;770150043;750808529;NAUT;14;34;26.15
SSR_P;2013;770150043;750808529;NCINF;8;4;11
SSR_P;2013;770150043;750808529;M9999;3;1;3.9
SSR_P;2013;770300135;770000289;M1040;1;;1
SSR_P;2013;770300135;770000289;N241P;3;;2
SSR_P;2013;770300135;770000289;N2450;1;;0.25
SSR_P;2013;770300135;770000289;N2710;1;;0.4
SSR_P;2013;770300135;770000289;N3120;1;;0.5
SSR_P;2013;770300135;770000289;NAUT;1;;0.05
SSR_P;2013;770300135;770000289;NCINF;2;;1.5
SSR_P;2013;770300135;770000289;M9999;1;;1
SSR_P;2013;770300218;770017390;M1320;5;;5
SSR_P;2013;770300218;770017390;N241P;7;;7
SSR_P;2013;770300218;770017390;N2450;;1;0.5
SSR_P;2013;770300218;770017390;N2460;;1;0.8
SSR_P;2013;770300218;770017390;N2470;;2;0.5
SSR_P;2013;770300218;770017390;N2500;16;;16
SSR_P;2013;770300218;770017390;N2710;;1;0.5
SSR_P;2013;770300218;770017390;N3120;1;;1
SSR_P;2013;770300218;770017390;NCINF;14;;14
SSR_P;2013;770300218;770017390;M9999;5;;5
SSR_P;2013;770300259;770000347;M1010;;7;1.94
SSR_P;2013;770300259;770000347;M1040;;1;0.49
SSR_P;2013;770300259;770000347;M1180;6;2;7.36
SSR_P;2013;770300259;770000347;N241P;23;1;18.62
SSR_P;2013;770300259;770000347;N2430;;5;2.67
SSR_P;2013;770300259;770000347;N2450;;1;0.5
SSR_P;2013;770300259;770000347;N2460;9;;8.08
SSR_P;2013;770300259;770000347;N2500;28;4;28.86
SSR_P;2013;770300259;770000347;N2710;4;;3.16
SSR_P;2013;770300259;770000347;N310H;1;1;1
SSR_P;2013;770300259;770000347;N3120;1;2;2.1
SSR_P;2013;770300259;770000347;NCINF;20;7;22.32
SSR_P;2013;770300259;770000347;M9999;6;10;9.79
SSR_P;2013;770420024;750042590;M1010;3;2;4.78
SSR_P;2013;770420024;750042590;MAUT;1;1;1.34
SSR_P;2013;770420024;750042590;N241P;3;4;5.68
SSR_P;2013;770420024;750042590;N2450;1;;0.97
SSR_P;2013;770420024;750042590;N2460;;1;0.88
SSR_P;2013;770420024;750042590;N2500;30;5;31.16
SSR_P;2013;770420024;750042590;N2710;1;1;1.66
SSR_P;2013;770420024;750042590;N310H;1;;1
SSR_P;2013;770420024;750042590;N3120;2;;2
SSR_P;2013;770420024;750042590;NCINF;26;7;30.45
SSR_P;2013;770420024;750042590;M9999;4;3;6.12
SSR_P;2013;770630028;750042590;M1010;;1;1
SSR_P;2013;770630028;750042590;M1140;1;;1
SSR_P;2013;770630028;750042590;M1180;1;;0.11
SSR_P;2013;770630028;750042590;MAUT;;1;0.52
SSR_P;2013;770630028;750042590;N241P;5;1;5.88
SSR_P;2013;770630028;750042590;N2430;;1;0.49
SSR_P;2013;770630028;750042590;N2460;1;1;1.59
SSR_P;2013;770630028;750042590;N2500;19;2;20.48
SSR_P;2013;770630028;750042590;N2710;;1;0.99
SSR_P;2013;770630028;750042590;N310H;3;1;3.33
SSR_P;2013;770630028;750042590;N3120;;1;0.9
SSR_P;2013;770630028;750042590;NCINF;12;3;13.54
SSR_P;2013;770630028;750042590;M9999;2;2;2.63
SSR_P;2013;770700011;750042590;M1040;;1;0.09
SSR_P;2013;770700011;750042590;M1120;;1;0.03
SSR_P;2013;770700011;750042590;M1180;10;1;9.36
SSR_P;2013;770700011;750042590;M1320;4;;3.14
SSR_P;2013;770700011;750042590;M3020;;2;0.17
SSR_P;2013;770700011;750042590;MAUT;3;7;1.56
SSR_P;2013;770700011;750042590;N241P;29;7;31.36
SSR_P;2013;770700011;750042590;N2430;1;6;4.5
SSR_P;2013;770700011;750042590;N2450;2;;2
SSR_P;2013;770700011;750042590;N2460;18;2;18
SSR_P;2013;770700011;750042590;N2470;1;;1
SSR_P;2013;770700011;750042590;N2500;114;13;106.76
SSR_P;2013;770700011;750042590;N2710;4;2;4.82
SSR_P;2013;770700011;750042590;N310H;13;;13
SSR_P;2013;770700011;750042590;N3120;6;;5.4
SSR_P;2013;770700011;750042590;NAUT;34;4;26.75
SSR_P;2013;770700011;750042590;NCINF;79;11;78.29
SSR_P;2013;770700011;750042590;M9999;17;12;14.35
SSR_P;2013;770701225;750721334;M1010;;2;1
SSR_P;2013;770701225;750721334;M1180;;1;0.22
SSR_P;2013;770701225;750721334;N241P;4;;4
SSR_P;2013;770701225;750721334;N2430;;1;0.5
SSR_P;2013;770701225;750721334;N2460;2;;2
SSR_P;2013;770701225;750721334;N2470;1;;1
SSR_P;2013;770701225;750721334;N2500;24;1;24.5
SSR_P;2013;770701225;750721334;N2710;;1;0.46
SSR_P;2013;770701225;750721334;N310H;3;;3
SSR_P;2013;770701225;750721334;N3120;1;;1
SSR_P;2013;770701225;750721334;NAUT;22;5;24.75
SSR_P;2013;770701225;750721334;NCINF;9;;9
SSR_P;2013;770701225;750721334;M9999;;3;1.22
SSR_P;2013;770803989;770000925;M1040;;12;7.2
SSR_P;2013;770803989;770000925;N241P;3;;3
SSR_P;2013;770803989;770000925;N2450;;2;1
SSR_P;2013;770803989;770000925;N2710;;1;0.66
SSR_P;2013;770803989;770000925;N310H;3;0;3
SSR_P;2013;770803989;770000925;N3120;;1;0.23
SSR_P;2013;770803989;770000925;NCINF;13;1;13.94
SSR_P;2013;770803989;770000925;M9999;;12;7.2
SSR_P;2013;770814622;770700185;M1010;3;1;3.8
SSR_P;2013;770814622;770700185;M1180;3;;2.83
SSR_P;2013;770814622;770700185;M1320;1;2;1.65
SSR_P;2013;770814622;770700185;MAUT;1;;1
SSR_P;2013;770814622;770700185;N2460;;3;1.54
SSR_P;2013;770814622;770700185;N2500;36;7;41.17
SSR_P;2013;770814622;770700185;N2710;;2;1.42
SSR_P;2013;770814622;770700185;N3120;;1;0.25
SSR_P;2013;770814622;770700185;NAUT;13;12;19.73
SSR_P;2013;770814622;770700185;NCINF;30;8;34.23
SSR_P;2013;770814622;770700185;M9999;8;3;9.28
SSR_P;2013;780000287;780110011;M1010;5;0;4.67
SSR_P;2013;780000287;780110011;N241P;1;2;1.93
SSR_P;2013;780000287;780110011;N2500;35;6;38.25
SSR_P;2013;780000287;780110011;N3120;1;1;1.3
SSR_P;2013;780000287;780110011;NAUT;2;1;1.5
SSR_P;2013;780000287;780110011;NCINF;23;6;27.04
SSR_P;2013;780000287;780110011;M9999;5;0;4.67
SSR_P;2013;780000303;780110037;M1010;2;;2
SSR_P;2013;780000303;780110037;M1180;3;4;6
SSR_P;2013;780000303;780110037;M1320;1;;1
SSR_P;2013;780000303;780110037;N241P;;12;8.21
SSR_P;2013;780000303;780110037;N2430;1;2;1.5
SSR_P;2013;780000303;780110037;N2450;;3;1.7
SSR_P;2013;780000303;780110037;N2460;1;6;4.95
SSR_P;2013;780000303;780110037;N2470;;3;1.34
SSR_P;2013;780000303;780110037;N2500;29;39;55.79
SSR_P;2013;780000303;780110037;N2710;;6;2.25
SSR_P;2013;780000303;780110037;N3120;;1;0.9
SSR_P;2013;780000303;780110037;NAUT;;1;0.14
SSR_P;2013;780000303;780110037;NCINF;11;23;28.02
SSR_P;2013;780000303;780110037;M9999;6;4;9
SSR_P;2013;780000311;780001236;M1070;1;;1
SSR_P;2013;780000311;780001236;M1180;1;4;2.9
SSR_P;2013;780000311;780001236;N2500;21;3;20.11
SSR_P;2013;780000311;780001236;N2710;1;;0.4
SSR_P;2013;780000311;780001236;NAUT;6;2;8.19
SSR_P;2013;780000311;780001236;NCINF;13;1;12.84
SSR_P;2013;780000311;780001236;M9999;2;4;3.9
SSR_P;2013;780000337;780001236;M1180;4;1;4.4
SSR_P;2013;780000337;780001236;M1320;1;;0.35
SSR_P;2013;780000337;780001236;N2430;;2;0.23
SSR_P;2013;780000337;780001236;N2460;;1;0.4
SSR_P;2013;780000337;780001236;N2470;1;;0.1
SSR_P;2013;780000337;780001236;N2500;11;3;11.63
SSR_P;2013;780000337;780001236;N2710;0;1;0.15
SSR_P;2013;780000337;780001236;NAUT;5;2;6.39
SSR_P;2013;780000337;780001236;NCINF;8;1;10.11
SSR_P;2013;780000337;780001236;M9999;5;1;4.75
SSR_P;2013;780000345;780110078;M1320;7;;3.7
SSR_P;2013;780000345;780110078;N2500;15;3;12.73
SSR_P;2013;780000345;780110078;N2710;1;2;1.5
SSR_P;2013;780000345;780110078;N310H;0;2;0.27
SSR_P;2013;780000345;780110078;NAUT;12;6;11.15
SSR_P;2013;780000345;780110078;NCINF;12;7;11.05
SSR_P;2013;780000345;780110078;M9999;7;;3.7
SSR_P;2013;780000352;780110094;M1010;11;5;11.11
SSR_P;2013;780000352;780110094;M1040;;1;0.2
SSR_P;2013;780000352;780110094;M1140;;1;0.6
SSR_P;2013;780000352;780110094;M1150;;1;0.6
SSR_P;2013;780000352;780110094;M1180;4;1;4.9
SSR_P;2013;780000352;780110094;M3020;;2;0.7
SSR_P;2013;780000352;780110094;MAUT;2;5;4
SSR_P;2013;780000352;780110094;N241P;22;10;29.2
SSR_P;2013;780000352;780110094;N2430;2;1;2.2
SSR_P;2013;780000352;780110094;N2450;3;;2.5
SSR_P;2013;780000352;780110094;N2460;4;;4
SSR_P;2013;780000352;780110094;N2500;66;7;71.4
SSR_P;2013;780000352;780110094;N2710;3;5;5.1
SSR_P;2013;780000352;780110094;N3120;3;3;5.6
SSR_P;2013;780000352;780110094;NCINF;48;15;57.57
SSR_P;2013;780000352;780110094;M9999;17;16;22.11
SSR_P;2013;780000378;780130027;M1180;1;2;1.15
SSR_P;2013;780000378;780130027;N241P;1;1;1.1
SSR_P;2013;780000378;780130027;N2500;11;4;12.8
SSR_P;2013;780000378;780130027;N2710;;1;0.15
SSR_P;2013;780000378;780130027;NAUT;4;;2.66
SSR_P;2013;780000378;780130027;NCINF;8;;6.64
SSR_P;2013;780000378;780130027;M9999;1;2;1.15
SSR_P;2013;780000386;780021788;M1010;1;1;1.54
SSR_P;2013;780000386;780021788;N241P;;;
SSR_P;2013;780000386;780021788;N2430;;;
SSR_P;2013;780000386;780021788;N2450;;1;0.1
SSR_P;2013;780000386;780021788;N2460;;1;0.1
SSR_P;2013;780000386;780021788;N2500;6;2;7.34
