BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO;SEJ0_NEO;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2013;250006954;250000015;NIV3;;56;33;11;10;7;3193;201;1193;16;248;12;302;42;14947;11376;3871;2722;2408;12678;345;3100;45;2338;2;70;22;0;4884;9937;845;52;311;1;616;937;209;125;;18;1;427
PERINAT;2013;250011723;250017126;NIV1;;19;;;;3;867;134;0;0;0;0;0;0;3251;0;0;0;640;3016;78;496;0;634;1;6;4;0;;;;4;0;1;73;74;16;;0;1;0;0
PERINAT;2013;250011848;250017803;NIV2;;39;6;;;6;2366;195;413;7;0;0;0;0;10581;2011;0;0;1917;9989;402;2761;0;1891;0;26;0;0;;;;5;0;0;;;;;;1;1;141
PERINAT;2013;260000013;260000021;NIV2;;43;18;3;0;4;3047;148;619;16;184;13;0;0;12961;6139;1203;0;2267;10759;473;3235;2;2207;3;60;14;0;13760;10449;1104;65;244;1;615;556;423;49;1;7;0;0
PERINAT;2013;260000120;260016910;NIV2;;25;6;;;3;1800;164;236;25;0;0;0;0;6897;1696;0;0;1371;6120;266;1678;8;1350;2;21;8;0;3501;3159;90;73;0;1;330;337;78;22;3;0;0;0
PERINAT;2013;260000138;260000047;NIV2;;27;6;;;4;2388;332;169;18;0;0;0;0;8951;1376;0;0;1637;7568;285;1859;2;1610;0;27;10;0;10318;9728;41;60;0;1;334;378;161;10;2;25;0;0
PERINAT;2013;260000146;260000054;CPPR;;0;;;;;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1495;747;;0;0;1;76;75;13;;;0;0;0
PERINAT;2013;260000203;260016910;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;709;;0;0;1;6;7;6;;;0;0;0
PERINAT;2013;260000286;260000104;NIV1;;4;;;;1;166;9;0;0;0;0;0;0;735;0;0;0;137;674;25;169;0;137;0;0;0;0;2205;1068;;6;0;1;34;40;13;21;;0;0;0
PERINAT;2013;270000045;270000060;NIV1;;14;;;;2;730;80;0;0;0;0;0;0;2517;0;0;0;529;2337;150;758;0;528;1;1;1;0;7046;27047;;3;0;1;114;133;9;0;0;0;0;0
PERINAT;2013;270000359;270023724;NIV2;;34;10;2;0;5;3269;802;431;71;431;71;0;0;10984;2312;2312;0;2078;10053;366;2472;0;2042;1;36;24;0;4370;3779;60;36;0;1;565;632;446;9;15;28;0;0
PERINAT;2013;270000367;270000086;NIV1;;13;;;;;770;39;0;0;0;0;0;0;2995;0;0;0;611;2701;101;598;4;607;0;4;2;0;5300;3447;;12;0;1;189;147;120;;3;0;0;0
PERINAT;2013;270000391;760024042;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1171;1882;;;;0;;;;;;;0;
PERINAT;2013;270000425;270000102;CPPR;;0;;;;;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1823;1495;34;0;0;0;;21;;;;0;0;0
PERINAT;2013;270000441;270000110;CPPR;;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;270000458;270023724;NIV1;;16;;;;3;1386;444;0;0;0;0;0;0;3656;0;0;0;742;3228;119;719;0;737;1;5;5;0;8382;3286;47;14;0;1;283;272;167;6;;7;0;0
PERINAT;2013;280000084;280000183;NIV2;;28;20;;;4;2603;433;695;27;0;0;0;0;9236;3751;0;0;1755;8207;379;2366;4;1740;0;15;15;0;14994;11165;188;29;0;1;365;319;242;21;;15;1;185
PERINAT;2013;280000662;280500075;NIV1;;15;0;;;2;653;64;486;7;0;0;0;0;2309;1903;0;0;488;2106;115;664;0;487;0;1;3;0;6834;2012;32;9;0;1;111;100;66;3;0;3;0;0
PERINAT;2013;280502998;280000589;CPPR;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;280504267;280000134;NIV2;;45;18;12;;5;3159;145;586;31;100;19;0;0;13251;3808;1021;0;2632;11881;391;2699;3;2586;2;46;14;0;12592;3766;146;82;0;1;445;;306;;4;17;0;0
PERINAT;2013;280505777;280001199;;;0;;;;;36;31;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;54;;;;;0;0;0
PERINAT;2013;290000025;290020700;NIV2;INT;49;15;3;;7;3774;461;460;28;170;19;0;0;13984;4426;525;0;2704;12447;433;2602;5;2671;1;33;15;0;;;;53;114;1;672;562;278;61;1;7;1;0
PERINAT;2013;290000033;290021542;NIV2;;24;4;;;5;976;59;111;26;0;0;0;0;4138;725;0;0;702;3527;125;812;0;693;0;9;5;0;2872;8390;278;12;0;1;147;121;86;9;0;2;0;0
PERINAT;2013;290000058;290000017;NIV3;EXT;55;24;6;6;5;2593;198;630;15;209;9;183;8;13844;7523;2263;2678;1840;11214;402;4266;36;1766;3;74;36;0;;;107;19;0;1;548;503;286;22;0;26;1;177
PERINAT;2013;290000066;290020700;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1746;569;37;;;0;;;;;;;0;
PERINAT;2013;290000140;290000447;NIV1;;23;;;;4;1172;142;0;0;0;0;0;0;4888;0;0;0;851;4428;188;1391;0;841;0;10;7;0;;;;11;0;1;136;150;62;1;;16;1;574
PERINAT;2013;290000173;290000041;NIV1;;18;;;;1;838;92;0;0;0;0;0;0;3104;0;0;0;650;2906;92;518;0;650;0;0;0;0;1785;6656;282;6;0;1;143;148;96;47;0;1;0;0
PERINAT;2013;290000181;290000074;CPPR;;0;;;;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1613;1928;17;0;0;0;;;;;;0;0;0
PERINAT;2013;290000207;290000520;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;34;0;0;0;0;0;0
PERINAT;2013;290000256;290000017;NIV1;;12;;;;2;398;34;0;0;0;0;0;0;1585;0;0;0;265;1343;64;429;0;264;0;1;0;0;7139;639;55;2;0;1;62;68;45;0;0;0;0;0
PERINAT;2013;290000934;290000306;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;0;
PERINAT;2013;290019777;290022508;NIV2;;45;6;;;9;2329;147;186;35;0;0;0;0;9883;622;0;0;1874;9130;306;2045;0;1850;0;24;16;0;;;;18;0;1;193;216;127;6;5;10;0;0
PERINAT;2013;2A0000022;2A0000014;NIV2;;19;6;6;;3;1566;116;160;16;160;16;0;0;6081;1051;1051;0;956;4749;252;1717;0;942;0;14;3;0;;1403;0;9;0;1;428;394;238;;5;3;0;0
PERINAT;2013;2A0000154;2A0000204;NIV1;;8;;;;2;364;32;0;0;0;0;0;0;1330;0;0;0;240;1137;54;326;0;240;0;0;1;0;;;;1;0;0;;;;;;0;0;0
PERINAT;2013;2B0000012;2B0000020;NIV2;;24;7;7;0;3;1563;106;174;14;174;14;0;0;6853;1593;1593;0;1141;6105;246;1831;9;1120;2;21;14;0;;;;18;0;1;464;539;316;;;13;0;0
PERINAT;2013;2B0000145;2B0000053;NIV1;;16;;;;2;663;56;0;0;0;0;0;0;2855;0;0;0;502;2604;144;844;1;498;0;4;2;0;;;;0;0;1;188;200;134;2;0;7;0;0
PERINAT;2013;300000023;300780046;NIV2;;30;6;0;0;3;1961;103;158;9;0;0;0;0;7364;1157;0;0;1455;6387;322;1773;1;1430;2;25;8;0;9743;4057;73;9;0;1;486;419;250;236;;1;0;0
PERINAT;2013;300000031;300780053;NIV2;;21;6;;;3;1458;114;219;7;0;0;0;0;6097;1073;0;0;1034;4970;137;920;1;1016;1;18;1;0;4436;3929;;14;0;1;183;204;66;23;;0;0;0
PERINAT;2013;300780137;920028396;;;0;;;;0;27;21;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;56;115;58;;;2;0;0
PERINAT;2013;300780228;300000155;NIV3;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;66;64;50;16;40;0;0;0
PERINAT;2013;300781465;300000726;NIV1;;25;0;;;3;1404;102;0;0;0;0;0;0;5175;0;0;0;1123;4819;229;1249;0;1113;0;10;3;0;;;;11;0;1;237;242;161;;1;1;0;0
PERINAT;2013;300782117;300780038;NIV3;INT;37;24;9;6;5;3587;660;504;5;124;3;270;4;16102;6463;1203;2860;2188;12266;613;5265;22;2090;5;98;49;0;9400;7193;94;40;3;1;559;544;239;79;2;103;1;331
PERINAT;2013;300788502;300788486;NIV1;;35;;;;4;2043;186;0;0;0;0;0;0;8355;0;0;0;1672;7855;368;2340;0;1666;0;6;8;0;;;;12;0;1;368;411;287;6;;6;0;0
PERINAT;2013;310009279;310780671;NIV1;;14;;;;2;815;88;0;0;0;0;0;0;3367;0;0;0;515;2699;85;621;0;511;0;4;2;0;4766;3807;;5;0;1;126;135;76;;;0;0;0
PERINAT;2013;310016977;310781406;NIV3;;115;47;24;14;7;7365;1291;1008;38;742;38;452;16;34901;15090;8876;4569;4623;26585;1034;9033;143;4452;10;171;85;0;10176;15923;288;43;1;1;886;747;283;94;402;116;1;712
PERINAT;2013;310780101;310000039;NIV1;;55;;;;5;1075;126;0;0;0;0;0;0;4605;0;0;0;764;3824;217;1546;0;759;0;5;6;0;;;;24;0;1;292;287;179;7;;4;1;559
PERINAT;2013;310780135;310000054;NIV2;;47;9;;;12;4395;237;469;20;0;0;0;0;17887;2561;0;0;3742;15988;615;3813;17;3706;1;36;29;0;;;;51;0;1;668;645;444;;;18;0;0
PERINAT;2013;310780283;310000112;NIV2;;35;;;;2;1267;78;0;0;0;0;0;0;4831;0;0;0;1017;4245;207;1210;1;1014;0;3;3;0;;;;3;0;1;37;;23;2;;2;1;139
PERINAT;2013;310780309;310000120;;;1;;;;;37;36;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;169;109;99;70;;0;0;0
PERINAT;2013;310780382;310000179;NIV2;;69;12;3;;;4391;221;350;5;16;0;0;0;20216;2778;74;0;3743;17840;730;5295;13;3695;2;48;17;0;;;;34;0;1;653;629;378;275;;9;0;0
PERINAT;2013;310781000;310788880;;;0;;;;;7;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;17;12;1;2;;0;0;0
PERINAT;2013;310781067;310788898;NIV1;;39;;;;5;2792;157;0;0;0;0;0;0;11295;0;0;0;2363;10599;305;1880;0;2344;1;19;17;0;6966;17454;255;93;0;1;1117;1232;508;34;13;3;0;0
PERINAT;2013;310781505;310000492;NIV1;;20;;;;3;690;62;0;0;0;0;0;0;2893;0;0;0;526;2567;129;823;0;526;0;0;2;0;;;;4;0;1;248;215;141;;;11;0;0
PERINAT;2013;320000086;320780117;NIV2;;24;4;0;0;4;1397;181;89;5;0;0;0;0;5547;917;0;0;936;4815;181;1329;1;924;0;12;8;0;7111;1781;;13;0;1;249;230;141;26;;4;0;0
PERINAT;2013;320780067;320000052;;;0;0;0;0;0;12;10;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;46;54;24;;;1;0;0
PERINAT;2013;330000340;330780552;NIV1;;38;;;;5;2845;248;0;0;0;0;0;0;10484;0;0;0;2272;9683;384;2227;0;2249;1;23;37;0;13760;9074;1083;57;4;1;432;446;39;20;;62;0;0
PERINAT;2013;330000555;330781204;NIV1;;22;;;;3;1272;110;0;0;0;0;0;0;4797;0;0;0;996;4444;180;971;1;989;0;7;2;0;6059;3791;;11;0;1;391;349;176;26;0;18;0;0
PERINAT;2013;330000571;330781220;NIV1;;15;;;;2;634;72;0;0;0;0;0;0;2114;0;0;0;463;1923;84;456;0;458;0;5;2;0;4050;1405;1543;32;0;1;129;111;55;5;0;2;0;0
PERINAT;2013;330000589;330027509;NIV1;;18;;;;4;1120;101;0;0;0;0;0;0;3601;0;0;0;775;3090;136;690;0;768;0;7;3;0;3029;1360;143;68;112;1;286;222;113;34;2;0;0;0
PERINAT;2013;330000597;330027509;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;362;24;;;1;7;;7;0;;0;0;
PERINAT;2013;330000605;330781253;NIV2;EXT;32;12;3;;5;2181;164;258;12;147;23;0;0;8550;2990;913;0;1588;7299;352;2321;3;1562;0;26;8;0;2474;399;563;104;0;1;520;491;120;38;3;12;0;0
PERINAT;2013;330780123;330000084;NIV3;;1;;;;;9;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;177;199;19;;;4;0;0
PERINAT;2013;330780263;330000134;NIV1;;31;;;;6;2175;334;0;0;0;0;0;0;7466;0;0;0;1516;6753;254;1407;0;1509;0;7;4;0;;;;17;0;1;83;152;0;0;;9;0;0
PERINAT;2013;330780479;330000274;NIV2;;50;6;;;7;3856;453;301;21;0;0;0;0;14754;1935;0;0;2914;12984;688;4045;38;2868;0;46;14;0;;;;64;0;1;107;103;92;;;41;0;0
PERINAT;2013;330780495;330796392;NIV1;;11;;;;2;447;44;0;0;0;0;0;0;1525;0;0;0;313;1323;68;370;0;310;0;3;4;0;5908;602;;6;0;1;131;141;51;15;;0;0;0
PERINAT;2013;330780503;330000308;NIV1;;31;;;;4;631;46;0;0;0;0;0;0;2536;0;0;0;507;2375;109;712;0;506;0;1;2;0;;;;1;0;0;0;12;;;;1;0;0
PERINAT;2013;330780537;330000324;NIV1;;13;;;;2;480;50;0;0;0;0;0;0;1739;0;0;0;326;1511;68;427;0;326;0;0;0;0;;;;1;0;1;144;120;38;8;0;4;;0
PERINAT;2013;330781360;330781196;NIV3;EXT;72;58;37;18;13;7231;1038;958;113;845;120;573;144;34262;15034;11626;4199;5062;29024;995;8814;47;4873;8;189;93;0;22125;4858;;150;0;1;1465;1258;364;474;38;160;1;525
PERINAT;2013;330782582;330000928;NIV1;;25;;;;4;1521;350;0;0;0;0;0;0;4946;0;0;0;965;4366;257;1409;0;946;0;19;5;0;;;;10;0;1;167;170;186;;1;5;1;879
PERINAT;2013;340000033;340780055;NIV2;;26;6;;;3;2066;186;466;54;0;0;0;0;7781;2719;0;0;1420;6420;260;1741;12;1398;1;22;7;0;8912;6291;639;25;0;1;743;713;451;63;3;16;0;0
PERINAT;2013;340000223;340011295;NIV2;;19;6;;;3;1226;135;118;8;0;0;0;0;4690;578;0;0;775;3875;127;874;0;766;1;9;6;0;10736;3641;386;5;0;1;388;358;213;16;;4;0;0
PERINAT;2013;340009885;340009877;NIV1;;32;;;;4;2091;196;0;0;0;0;0;0;7368;0;0;0;1547;6285;292;1639;0;1533;0;14;4;0;;;;16;0;1;163;155;73;;11;22;0;0
PERINAT;2013;340780436;340011295;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2520;706;175;;;0;;;;;;;0;
PERINAT;2013;340780675;340000298;NIV2;;58;6;;;11;3144;448;350;16;0;0;0;0;11712;1394;0;0;2407;11049;445;2679;5;2381;0;26;11;0;;;;38;0;1;800;725;477;28;0;56;0;0
PERINAT;2013;340780683;340000306;NIV2;;71;6;;;7;3977;428;347;46;0;0;0;0;16391;1830;0;0;3110;15280;612;3876;20;3061;1;49;13;0;;;;35;0;1;870;843;494;14;;9;1;885
PERINAT;2013;340780717;340008150;NIV1;;10;;;;2;359;44;0;0;0;0;0;0;1344;0;0;0;249;1181;47;318;0;246;0;3;1;0;;;;6;0;1;119;92;87;;;0;0;0
PERINAT;2013;340780741;340000348;NIV1;;26;;;;2;587;58;0;0;0;0;0;0;2110;0;0;0;421;1806;79;492;0;416;1;5;1;0;;;;18;0;1;195;279;153;11;0;4;0;0
PERINAT;2013;340796663;340780477;NIV3;INT;76;41;24;14;10;4817;583;916;23;592;33;337;23;23318;12769;6693;3396;3424;19357;749;6426;35;3290;6;134;71;0;42259;5555;320;62;0;1;1305;1687;458;183;12;99;1;610
PERINAT;2013;350000121;350000303;NIV2;;48;9;;;5;2980;213;646;196;0;0;0;0;12983;2239;0;0;2330;11301;459;2915;5;2313;1;17;20;0;;;;42;0;1;56;;1;;;10;0;0
PERINAT;2013;350000139;350001137;NIV2;;57;9;;;8;3952;275;464;17;0;0;0;0;17307;3176;0;0;3220;15768;490;3400;2;3154;2;66;27;0;26049;18171;553;157;0;1;2;;0;0;0;92;1;794
PERINAT;2013;350000147;350000022;NIV2;;24;6;;;4;1872;163;154;7;0;0;0;0;7741;1407;0;0;1347;6626;257;1679;1;1329;1;18;5;0;8783;3455;175;13;0;1;364;342;292;23;0;2;0;0
PERINAT;2013;350000154;350000030;NIV2;;18;4;;;4;1215;90;118;2;0;0;0;0;5271;671;0;0;937;4561;177;1065;0;919;0;18;3;0;5399;2418;222;5;0;1;85;121;61;0;0;2;0;0
PERINAT;2013;350000162;350000048;NIV1;;17;0;0;0;2;828;96;0;0;0;0;0;0;3373;0;0;0;625;3172;86;652;0;623;0;2;3;0;5629;1708;;10;0;1;115;94;65;;;4;0;0
PERINAT;2013;350000188;350000055;NIV1;;19;;;;2;1115;94;0;0;0;0;0;0;4888;0;0;0;835;4450;173;1303;0;826;0;9;4;0;;;;6;0;1;25;1;18;1;0;0;0;0
PERINAT;2013;350000741;350005179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;1;26
PERINAT;2013;350007084;350005179;NIV3;EXT;86;39;21;12;15;5314;286;697;14;383;18;244;8;25782;13452;7578;3688;4077;22260;743;6623;6;3954;5;123;57;0;13896;10293;343;296;3;1;2017;1824;572;125;25;41;1;389
PERINAT;2013;360000038;360000046;;;;0;0;0;;8;7;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;;;;0;0;1;24;28;24;;;0;0;0
PERINAT;2013;360000129;360000269;;;0;;;;;6;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;24;26;20;3;;2;0;0
PERINAT;2013;360000137;360000053;NIV2;;38;6;;;;1940;108;393;45;0;0;0;0;8651;1794;0;0;1463;7408;283;2069;0;1444;1;19;10;0;16118;5888;2430;19;1;1;390;383;374;29;0;18;0;0
PERINAT;2013;360000160;360000079;NIV1;;13;;;;1;462;67;0;0;0;0;0;0;1648;0;0;0;355;1560;48;285;1;355;0;0;3;0;;;;4;0;1;64;66;60;;;1;0;0
PERINAT;2013;370000499;370000481;NIV3;EXT;;24;12;9;;0;0;226;0;169;0;214;5;0;7611;3673;3197;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;370000531;370000606;NIV1;;12;;;;3;739;89;0;0;0;0;0;0;2727;0;0;0;562;2523;79;457;0;562;0;0;1;0;6646;1654;85;17;0;1;85;72;34;0;0;1;0;0
PERINAT;2013;370000861;370000481;NIV3;;70;8;;1;7;5467;1238;446;15;0;0;172;19;22106;2134;0;336;3565;18955;688;5917;28;3475;5;90;54;0;4763;9511;500;332;422;1;1123;1089;178;51;9;39;1;543
PERINAT;2013;370000879;370000564;CPPR;;;;;;;16;14;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2334;2240;916;0;0;1;45;40;5;;0;0;0;0
PERINAT;2013;370007569;370007528;NIV2;;56;6;;;6;3505;291;164;0;0;0;0;0;14474;1382;0;0;2672;12487;544;3489;1;2636;0;36;16;0;;;;15;0;0;;;371;;;37;1;258
PERINAT;2013;380000026;380780031;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760;1451;131;;;0;;;;;;0;0;
PERINAT;2013;380000034;380780049;NIV1;;31;;;;1;1534;97;0;0;0;0;0;0;6333;0;0;0;1091;5210;222;1354;1;1083;0;8;5;0;9219;1985;;17;0;1;280;319;28;;;1;0;0
PERINAT;2013;380000067;380780080;NIV3;;61;26;12;12;6;4231;368;644;23;427;21;312;15;18983;9300;5848;3258;2937;15004;727;5162;5;2857;2;80;57;0;27332;13129;52;153;90;1;1488;1512;363;143;9;61;1;441
PERINAT;2013;380000091;380780171;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;269;151;1002;;;0;;;;;;;0;
PERINAT;2013;380000174;380781435;NIV2;;30;6;0;0;4;2469;200;314;20;0;0;0;0;9427;1953;0;0;1872;7812;321;2070;6;1835;0;37;7;0;8890;13945;530;175;288;1;433;391;119;16;1;2;0;0
PERINAT;2013;380000406;380784751;NIV2;;26;6;;;4;2158;327;127;1;0;0;0;0;7804;1476;0;0;1572;6929;283;1854;7;1554;0;18;13;0;4377;4752;;65;0;1;381;368;230;;;48;0;0
PERINAT;2013;380012658;380012609;NIV1;;29;;;;5;2140;128;0;0;0;0;0;0;8650;0;0;0;1816;8113;309;1828;2;1809;0;7;6;0;17654;;;95;0;1;177;173;118;59;7;5;0;0
PERINAT;2013;380780197;380798173;NIV1;;33;;;;4;1913;147;0;0;0;0;0;0;8123;0;0;0;1521;7256;332;2090;2;1498;2;23;6;0;;;;9;0;0;;;;;;0;0;0
PERINAT;2013;380781450;380798140;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;380785956;380795211;NIV1;;31;;;;8;1645;100;0;0;0;0;0;0;6313;0;0;0;1311;5805;309;1815;0;1298;0;13;9;0;;;;23;0;1;70;63;0;3;0;12;0;0
PERINAT;2013;380786442;380798025;NIV2;;70;6;;;5;2620;214;201;18;0;0;0;0;11793;1475;0;0;2074;10571;413;2814;14;2033;0;41;14;0;;;;23;0;1;64;53;0;1;0;33;1;592
PERINAT;2013;390000040;390780146;NIV2;;39;12;6;;5;1403;108;209;9;140;14;0;0;6020;2225;687;0;1064;5077;128;868;3;1045;0;19;8;0;;;;37;0;1;346;333;163;16;;3;0;0
PERINAT;2013;390000065;390780161;NIV1;;18;;;;3;628;44;0;0;0;0;0;0;2479;0;0;0;427;2064;59;403;0;421;0;6;1;0;6498;3334;131;5;0;1;42;55;36;0;0;3;0;0
PERINAT;2013;390000222;390780609;NIV2;;20;6;0;0;4;1288;154;148;17;0;0;0;0;5043;904;0;0;970;4516;111;709;1;955;1;15;4;0;8120;4380;39;9;0;1;230;221;104;12;0;0;0;0
PERINAT;2013;400000105;400780193;NIV2;;21;4;;;3;1477;118;169;27;0;0;0;0;6229;1111;0;0;1180;5647;195;1264;2;1168;2;12;10;0;2946;1369;229;22;0;1;369;293;61;9;1;2;0;0
PERINAT;2013;400000139;400011177;NIV2;;31;9;0;0;4;1857;239;257;18;24;3;0;0;7278;2567;184;0;1409;6629;154;1062;0;1374;1;35;12;0;3918;3800;4059;34;0;1;212;327;90;29;1;9;0;0
PERINAT;2013;400782769;400001764;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;410000020;410000087;NIV2;;37;15;3;;4;1986;132;308;17;67;17;0;0;9265;2819;269;0;1569;8321;272;2091;28;1529;0;40;15;0;7648;6219;155;11;0;1;778;788;460;63;1;8;0;0
PERINAT;2013;410000046;410000103;NIV1;;14;0;0;0;2;745;70;0;0;0;0;0;0;3042;0;0;0;577;2717;112;648;0;574;0;3;0;0;3622;1199;230;15;0;1;49;50;49;0;0;0;0;0
PERINAT;2013;410000202;410000319;NIV1;;20;;;;4;964;62;0;0;0;0;0;0;3564;0;0;0;785;3312;122;600;0;785;0;0;1;0;;;;5;0;0;;;;;;1;0;0
PERINAT;2013;410004998;410000871;NIV1;;22;;;;3;844;61;0;0;0;0;0;0;2982;0;0;0;638;2713;108;618;0;634;0;4;1;0;;;;11;0;1;38;53;38;;;0;0;0
PERINAT;2013;420000010;420780033;NIV2;;46;9;3;;5;2509;133;235;19;138;11;0;0;10461;2412;861;0;1905;8834;418;2510;4;1872;0;33;11;0;7820;10559;177;17;0;1;363;306;239;6;;3;0;0
PERINAT;2013;420000226;420013831;NIV1;;21;;;;4;1155;136;0;0;0;0;0;0;3873;0;0;0;844;3516;207;1176;1;834;0;10;5;0;;;;5;0;1;148;;75;0;;6;0;0
PERINAT;2013;420000234;420780652;NIV1;;25;;;;4;1624;79;0;0;0;0;0;0;6124;0;0;0;1374;5605;251;1351;0;1364;1;10;2;0;4368;5062;350;25;0;1;285;240;139;34;1;0;0;0
PERINAT;2013;420000267;420013831;CPPR;;6;;;;0;24;6;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;941;740;12;0;0;1;35;;35;0;0;0;0;0
PERINAT;2013;420011413;420011405;NIV2;;44;16;;;5;2313;130;383;18;0;0;0;0;10286;3754;0;0;1761;8566;395;2629;30;1745;1;16;13;0;;;;8;2;1;175;191;20;11;;1;0;0
PERINAT;2013;420780637;420002495;NIV1;;25;;;;3;1265;80;0;0;0;0;0;0;4650;0;0;0;956;3972;163;915;0;948;0;8;6;0;;;;10;0;1;142;177;91;;;5;0;0
PERINAT;2013;420782310;420000853;;;;;;;;24;23;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;8;8;6;1;;0;0;0
PERINAT;2013;420785354;420784878;NIV3;;67;31;9;10;11;4114;211;723;7;153;5;291;13;17199;9627;2018;4714;3086;14421;609;4284;35;2970;7;116;39;0;5522;6981;;50;22;1;635;596;280;55;;46;1;458
PERINAT;2013;430000117;430000018;NIV2;;25;6;;;3;1616;172;177;2;0;0;0;0;6054;1550;0;0;1153;5306;191;1200;0;1140;0;13;7;0;4304;3652;9;13;0;1;290;300;147;13;;7;0;0
PERINAT;2013;430000190;430000034;CPPR;;0;;;;;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;440000016;440000057;NIV2;;48;8;4;;7;3594;357;277;22;165;18;0;0;14717;3133;578;0;2866;13577;447;3065;3;2827;0;39;14;0;27223;14345;130;79;4;1;681;571;390;71;;8;1;0
PERINAT;2013;440000271;440000289;NIV3;INT;72;42;18;18;7;5340;554;965;46;620;39;396;14;26066;14097;8163;4854;3826;21557;784;6818;20;3680;9;146;82;0;;;;101;0;1;1844;1891;583;194;15;90;1;987
PERINAT;2013;440000396;440000297;NIV1;;18;;;;3;1055;66;0;0;0;0;0;0;4273;0;0;0;856;3963;98;592;0;855;0;1;2;0;6498;4496;273;12;0;1;125;115;73;0;0;3;0;0
PERINAT;2013;440000412;440000941;NIV1;;33;;;;4;1800;140;0;0;0;0;0;0;7895;0;0;0;1428;7103;275;1837;3;1405;0;23;4;0;;;;12;0;1;104;70;50;;;19;1;174
PERINAT;2013;440000503;440000313;NIV2;;15;4;0;0;3;991;83;105;7;0;0;0;0;3922;588;0;0;668;3353;132;935;1;663;0;5;0;0;8187;6801;;14;0;1;124;126;49;0;0;0;0;0
PERINAT;2013;440029338;440041895;NIV2;;50;6;;;9;3696;247;341;27;0;0;0;0;15381;1524;0;0;3237;14833;430;2814;2;3193;2;44;12;0;22280;10557;;197;0;1;692;687;103;57;;30;1;296
