BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2013;750300220;750054827;M3060;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300220;750054827;M9999;;;;;3;;57;18;;;;;;;;;;;;;78
Q20;2013;750300360;750026569;M1000;2;2;21;7;1;1;52;21;5.54;3.83;;;;;;;;;32;9.37;75
Q20;2013;750300360;750026569;M1010;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2013;750300360;750026569;M1030;;;;;;;6;5;;;;;;;;;;;;;11
Q20;2013;750300360;750026569;M1040;;;4;1;;;17;6;0.3;0.11;;;;;;;;;5;0.41;23
Q20;2013;750300360;750026569;M1050;;;;2;;;1;1;;0.72;;;;;;;;;2;0.72;2
Q20;2013;750300360;750026569;M1090;;;10;1;;;22;8;0.8;0.1;;;;;;;;;11;0.9;30
Q20;2013;750300360;750026569;M1120;;;1;;;;1;;0.1;;;;;;;;;;1;0.1;1
Q20;2013;750300360;750026569;M1130;1;1;1;;1;1;;;1.8;1;;;;;;;;;3;2.8;2
Q20;2013;750300360;750026569;M1160;;;1;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2013;750300360;750026569;M1170;;;1;;;;4;1;0.34;;;;;;;;;;1;0.34;5
Q20;2013;750300360;750026569;M1180;1;1;;;;;;;1;1;;;;;;;;;2;2;
Q20;2013;750300360;750026569;M1190;;;2;;;;1;;0.5;;;;;;;;;;2;0.5;1
Q20;2013;750300360;750026569;M1200;;;;3;;;;;;0.9;;;;;;;;;3;0.9;
Q20;2013;750300360;750026569;M2010;;;7;1;;;8;1;0.77;0.1;;;;;;;;;8;0.87;9
Q20;2013;750300360;750026569;M2020;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300360;750026569;M2030;;;8;;;;8;;1.1;;;;;;;;;;8;1.1;8
Q20;2013;750300360;750026569;M2040;;;6;;;;7;;0.55;;;;;;;;;;6;0.55;7
Q20;2013;750300360;750026569;M2050;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300360;750026569;M2070;;;3;;;;3;;0.33;;;;;;;;;;3;0.33;3
Q20;2013;750300360;750026569;M2080;;;1;;;;1;;0.17;;;;;;;;;;1;0.17;1
Q20;2013;750300360;750026569;M2100;;;2;;;;4;;0.3;;;;;;;;;;2;0.3;4
Q20;2013;750300360;750026569;M2110;;;1;;;;;;0.8;;;;;;;;;;1;0.8;
Q20;2013;750300360;750026569;M2130;;;2;1;;;2;1;0.27;0.1;;;;;;;;;3;0.37;3
Q20;2013;750300360;750026569;M3050;;1;;3;;;;;;3.6;;;;;;;;;4;3.6;
Q20;2013;750300360;750026569;M9999;2;3;51;12;1;1;87;24;9.83;7.63;;;;;;;;;68;17.46;113
Q20;2013;750300410;750000770;M1000;;;;;6;1;9;2;;;;;;;;;;;;;18
Q20;2013;750300410;750000770;M1030;;;;;4;;1;;;;;;;;;;;;;;5
Q20;2013;750300410;750000770;M1040;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300410;750000770;M1090;;;;;1;;3;2;;;;;;;;;;;;;6
Q20;2013;750300410;750000770;M1140;;;;;1;1;3;;;;;;;;;;;;;;5
Q20;2013;750300410;750000770;M2030;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;750300410;750000770;M2040;;;;;1;;1;;;;;;;;;;;;;;2
Q20;2013;750300410;750000770;M2050;;;;;6;2;11;1;;;;;;;;;;;;;20
Q20;2013;750300410;750000770;M2070;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;750300410;750000770;M2080;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750300410;750000770;M2120;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;750300410;750000770;M3050;;;;1;;;;;;0.96;;;;;;;;;1;0.96;
Q20;2013;750300410;750000770;M9999;;;;1;13;3;29;6;;0.96;;;;;;;;;1;0.96;51
Q20;2013;750300493;750000796;M1000;;;;;4;;5;1;;;;;;;;;;;;;10
Q20;2013;750300493;750000796;M1030;;;;;4;;;;;;;;;;;;;;;;4
Q20;2013;750300493;750000796;M1160;;;;;;;4;1;;;;;;;;;;;;;5
Q20;2013;750300493;750000796;M1190;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300493;750000796;M2030;;;;;5;;9;1;;;;;;;;;;;;;15
Q20;2013;750300493;750000796;M3050;;;;1;;;;;;0.71;;;;;;;;;1;0.71;
Q20;2013;750300493;750000796;M9999;;;;1;9;;14;2;;0.71;;;;;;;;;1;0.71;25
Q20;2013;750300550;750000812;M1000;;;;;1;3;7;2;;;;;;;;;;;;;13
Q20;2013;750300550;750000812;M1030;;;;;1;3;;;;;;;;;;;;;;;4
Q20;2013;750300550;750000812;M1040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300550;750000812;M1050;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;750300550;750000812;M1090;;;;;;;4;1;;;;;;;;;;;;;5
Q20;2013;750300550;750000812;M2020;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300550;750000812;M2040;;;;;;;16;1;;;;;;;;;;;;;17
Q20;2013;750300550;750000812;M2050;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300550;750000812;M2070;;;;;;;16;3;;;;;;;;;;;;;19
Q20;2013;750300550;750000812;M2080;;;;;;;6;1;;;;;;;;;;;;;7
Q20;2013;750300550;750000812;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;750300550;750000812;M9999;;1;;;1;3;47;8;;1;;;;;;;;;1;1;59
Q20;2013;750300592;750000820;M1000;;;;;7;;12;3;;;;;;;;;;;;;22
Q20;2013;750300592;750000820;M1030;;;;;6;;1;;;;;;;;;;;;;;7
Q20;2013;750300592;750000820;M1040;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300592;750000820;M1090;;;;;;;8;2;;;;;;;;;;;;;10
Q20;2013;750300592;750000820;M1160;;;;;1;;1;1;;;;;;;;;;;;;3
Q20;2013;750300592;750000820;M2010;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300592;750000820;M2020;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750300592;750000820;M2030;;;;;1;;4;;;;;;;;;;;;;;5
Q20;2013;750300592;750000820;M2040;;;;;;;4;;;;;;;;;;;;;;4
Q20;2013;750300592;750000820;M2080;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300592;750000820;M2100;;;;;;;9;;;;;;;;;;;;;;9
Q20;2013;750300592;750000820;M2110;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;750300592;750000820;M2120;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300592;750000820;M3040;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2013;750300592;750000820;M9999;;;1;;8;;38;4;0.2;;;;;;;;;;1;0.2;50
Q20;2013;750300667;750000838;M1000;;;;;;;10;3;;;;;;;;;;;;;13
Q20;2013;750300667;750000838;M1030;;;;;;;5;1;;;;;;;;;;;;;6
Q20;2013;750300667;750000838;M1140;;;;;;;3;2;;;;;;;;;;;;;5
Q20;2013;750300667;750000838;M1160;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300667;750000838;M2050;;;;;;;16;2;;;;;;;;;;;;;18
Q20;2013;750300667;750000838;M3011;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300667;750000838;M3020;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300667;750000838;M3040;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300667;750000838;M9999;;;;;;;27;7;;;;;;;;;;;;;34
Q20;2013;750300741;750000861;M1000;;;;;2;3;8;2;;;;;;;;;;;;;15
Q20;2013;750300741;750000861;M1030;;;;;1;3;3;1;;;;;;;;;;;;;8
Q20;2013;750300741;750000861;M1040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300741;750000861;M1090;;;;;1;;4;;;;;;;;;;;;;;5
Q20;2013;750300741;750000861;M1160;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300741;750000861;M2020;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750300741;750000861;M2030;;;;;2;;6;3;;;;;;;;;;;;;11
Q20;2013;750300741;750000861;M2040;;;;;;;7;;;;;;;;;;;;;;7
Q20;2013;750300741;750000861;M2070;;;;;;;4;2;;;;;;;;;;;;;6
Q20;2013;750300741;750000861;M3011;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300741;750000861;M3040;;;1;;;;;;0.2;;;;;;;;;;1;0.2;
Q20;2013;750300741;750000861;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;750300741;750000861;M9999;;1;1;;4;3;30;7;0.2;1;;;;;;;;;2;1.2;44
Q20;2013;750300766;920028180;M1000;;;2;2;6;0;19;3;0.73;0.97;;;;;;;;;4;1.7;28
Q20;2013;750300766;920028180;M1030;;;;;6;0;1;0;;;;;;;;;;;;;7
Q20;2013;750300766;920028180;M1070;;;;1;;;;;;0.11;;;;;;;;;1;0.11;
Q20;2013;750300766;920028180;M1090;;;;;;;7;1;;;;;;;;;;;;;8
Q20;2013;750300766;920028180;M1120;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300766;920028180;M1130;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750300766;920028180;M1150;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300766;920028180;M1160;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750300766;920028180;M1180;;;2;1;;;;;0.73;0.86;;;;;;;;;3;1.59;
Q20;2013;750300766;920028180;M1200;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;750300766;920028180;M2020;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300766;920028180;M2030;;;;;;;8;;;;;;;;;;;;;;8
Q20;2013;750300766;920028180;M2040;;;;;;;7;3;;;;;;;;;;;;;10
Q20;2013;750300766;920028180;M2050;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750300766;920028180;M2070;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300766;920028180;M2080;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300766;920028180;M2100;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750300766;920028180;M2110;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300766;920028180;M2120;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750300766;920028180;M2130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300766;920028180;M3040;;;;1;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2013;750300766;920028180;M3050;;1;;1;;;;;;1.5;;;;;;;;;2;1.5;
Q20;2013;750300766;920028180;M9999;;1;2;4;6;0;55;6;0.73;2.67;;;;;;;;;7;3.4;67
Q20;2013;750300774;750000895;M1000;;;;;11;3;7;6;;;;;;;;;;;;;27
Q20;2013;750300774;750000895;M1030;;;;;8;3;2;2;;;;;;;;;;;;;15
Q20;2013;750300774;750000895;M1040;;;;;1;;2;;;;;;;;;;;;;;3
Q20;2013;750300774;750000895;M1120;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300774;750000895;M1160;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;750300774;750000895;M1180;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;750300774;750000895;M1190;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300774;750000895;M1200;;;;;1;;;2;;;;;;;;;;;;;3
Q20;2013;750300774;750000895;M2030;;;;;6;;14;3;;;;;;;;;;;;;23
Q20;2013;750300774;750000895;M2070;;;;;;;22;8;;;;;;;;;;;;;30
Q20;2013;750300774;750000895;M2110;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300774;750000895;M2130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300774;750000895;M3050;;;;1;;;;;;0.71;;;;;;;;;1;0.71;
Q20;2013;750300774;750000895;M9999;;;;1;17;3;44;18;;0.71;;;;;;;;;1;0.71;82
Q20;2013;750300840;750000903;M1000;;;;;7;2;3;2;;;;;;;;;;;;;14
Q20;2013;750300840;750000903;M1030;;;;;6;2;1;0;;;;;;;;;;;;;9
Q20;2013;750300840;750000903;M1050;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300840;750000903;M1140;;;;;1;0;1;2;;;;;;;;;;;;;4
Q20;2013;750300840;750000903;M2010;;;;;1;0;1;0;;;;;;;;;;;;;2
Q20;2013;750300840;750000903;M2040;;;;;5;1;8;4;;;;;;;;;;;;;18
Q20;2013;750300840;750000903;M2050;;;;;25;4;34;7;;;;;;;;;;;;;70
Q20;2013;750300840;750000903;M2070;;;;;12;4;17;2;;;;;;;;;;;;;35
Q20;2013;750300840;750000903;M2100;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300840;750000903;M3050;0;1;;;;;;;0;1;;;;;;;;;1;1;
Q20;2013;750300840;750000903;M9999;0;1;;;50;11;65;15;0;1;;;;;;;1;0;1;1;141
Q20;2013;750300857;750000911;M1000;;;;;;;2;2;;;;;;;;;;;;;4
Q20;2013;750300857;750000911;M1030;;;;;;;2;2;;;;;;;;;;;;;4
Q20;2013;750300857;750000911;M2010;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300857;750000911;M2030;;;;;;;10;;;;;;;;;;;;;;10
Q20;2013;750300857;750000911;M2040;;;;;;;6;1;;;;;;;;;;;;;7
Q20;2013;750300857;750000911;M2080;;;;;;;4;;;;;;;;;;;;;;4
Q20;2013;750300857;750000911;M2130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300857;750000911;M3011;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;750300857;750000911;M3040;;;1;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2013;750300857;750000911;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2013;750300857;750000911;M9999;;;1;1;;;26;4;0.5;0.5;;;;;;;;;2;1;30
Q20;2013;750300881;750000937;M1000;;;;;7;;31;9;;;;;;;;;;;;;47
Q20;2013;750300881;750000937;M1030;;;;;6;;1;;;;;;;;;;;;;;7
Q20;2013;750300881;750000937;M1040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300881;750000937;M1050;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300881;750000937;M1090;;;;;1;;25;7;;;;;;;;;;;;;33
Q20;2013;750300881;750000937;M1120;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;750300881;750000937;M1160;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300881;750000937;M1190;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300881;750000937;M2020;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300881;750000937;M2030;;;;;1;;7;1;;;;;;;;;;;;;9
Q20;2013;750300881;750000937;M2040;;;;;;1;13;1;;;;;;;;;;;;;15
Q20;2013;750300881;750000937;M2050;;;;;1;;7;;;;;;;;;;;;;;8
Q20;2013;750300881;750000937;M2080;;;;;;;4;;;;;;;;;;;;;;4
Q20;2013;750300881;750000937;M2100;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750300881;750000937;M2120;;;;;;;6;;;;;;;;;;;;;;6
Q20;2013;750300881;750000937;M2130;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750300881;750000937;M3040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300881;750000937;M3050;;;;1;;;;;;0.8;;;;;;;;;1;0.8;
Q20;2013;750300881;750000937;M9999;;;;1;9;1;78;11;;0.8;;;;;;;;;1;0.8;99
Q20;2013;750300915;750000960;M1000;;;;;7;;39;17;;;;;;;;;;;;;63
Q20;2013;750300915;750000960;M1010;;;;;;;6;2;;;;;;;;;;;;;8
Q20;2013;750300915;750000960;M1020;;;;;;;2;2;;;;;;;;;;;;;4
Q20;2013;750300915;750000960;M1030;;;;;6;;;;;;;;;;;;;;;;6
Q20;2013;750300915;750000960;M1040;;;;;;;8;2;;;;;;;;;;;;;10
Q20;2013;750300915;750000960;M1070;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300915;750000960;M1090;;;;;;;7;1;;;;;;;;;;;;;8
Q20;2013;750300915;750000960;M1100;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;750300915;750000960;M1110;;;;;;;1;2;;;;;;;;;;;;;3
Q20;2013;750300915;750000960;M1120;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300915;750000960;M1130;;;;;;;2;2;;;;;;;;;;;;;4
Q20;2013;750300915;750000960;M1150;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750300915;750000960;M1160;;;;;;;9;4;;;;;;;;;;;;;13
Q20;2013;750300915;750000960;M1190;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;750300915;750000960;M1200;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750300915;750000960;M2020;;;;;;;6;;;;;;;;;;;;;;6
Q20;2013;750300915;750000960;M2030;;;;;1;;10;;;;;;;;;;;;;;11
Q20;2013;750300915;750000960;M2040;;;;;;;5;1;;;;;;;;;;;;;6
Q20;2013;750300915;750000960;M2050;;;;;;;7;3;;;;;;;;;;;;;10
Q20;2013;750300915;750000960;M2060;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;750300915;750000960;M2070;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;750300915;750000960;M2080;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750300915;750000960;M2100;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750300915;750000960;M2120;;;;;;;9;;;;;;;;;;;;;;9
Q20;2013;750300915;750000960;M2130;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750300915;750000960;M3011;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2013;750300915;750000960;M9999;;;;;11;1;88;22;;;;;;;;;;;;;122
Q20;2013;750300931;750000978;M1000;;;;;3;1;2;1;;;;;;;;;;;;;7
Q20;2013;750300931;750000978;M1030;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2013;750300931;750000978;M1140;;;;;1;;2;1;;;;;;;;;;;;;4
Q20;2013;750300931;750000978;M2050;;;;;1;;54;12;;;;;;;;;;;;;67
Q20;2013;750300931;750000978;M3050;;;;2;;;;;;0.97;;;;;;;;;2;0.97;
Q20;2013;750300931;750000978;M9999;;;;2;4;1;56;13;;0.97;;;;;;;;;2;0.97;74
Q20;2013;750301137;750001034;M1000;1;;1;2;17;3;40;13;1.24;0.32;;;;;;;;;4;1.56;73
Q20;2013;750301137;750001034;M1010;;;1;1;;;;;0.24;0.27;;;;;;;;;2;0.51;
Q20;2013;750301137;750001034;M1030;;;;;4;1;1;1;;;;;;;;;;;;;7
Q20;2013;750301137;750001034;M1040;;;;;10;1;24;7;;;;;;;;;;;;;42
Q20;2013;750301137;750001034;M1050;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;750301137;750001034;M1070;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301137;750001034;M1090;;;;;1;;2;3;;;;;;;;;;;;;6
Q20;2013;750301137;750001034;M1130;;;;;;;3;2;;;;;;;;;;;;;5
Q20;2013;750301137;750001034;M1150;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301137;750001034;M1160;;;;;1;1;8;;;;;;;;;;;;;;10
Q20;2013;750301137;750001034;M1320;1;;;1;;;;;1;0.05;;;;;;;;;2;1.05;
Q20;2013;750301137;750001034;M2010;;;;;1;1;1;;;;;;;;;;;;;;3
Q20;2013;750301137;750001034;M2020;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;750301137;750001034;M2030;;;;;8;;2;;;;;;;;;;;;;;10
Q20;2013;750301137;750001034;M2040;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2013;750301137;750001034;M2050;;;;;;1;;;;;;;;;;;;;;;1
Q20;2013;750301137;750001034;M2070;;;;;;1;2;;;;;;;;;;;;;;3
Q20;2013;750301137;750001034;M2080;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301137;750001034;M2100;;;;;1;;2;;;;;;;;;;;;;;3
Q20;2013;750301137;750001034;M2130;;;;;1;1;4;1;;;;;;;;;;;;;7
Q20;2013;750301137;750001034;M3050;;2;;;;;;;;2;;;;;;;;;2;2;
Q20;2013;750301137;750001034;M9999;1;2;1;2;28;7;56;16;1.24;2.32;;;;;;;;;6;3.56;107
Q20;2013;750301145;750001042;M1000;;;4;1;9;1;21;4;2.42;1.11;;;;;;;;;5;3.53;35
Q20;2013;750301145;750001042;M1010;;;4;1;;;;;2.42;1.11;;;;;;;;;5;3.53;
Q20;2013;750301145;750001042;M1030;;;;;4;1;;;;;;;;;;;;;;;5
Q20;2013;750301145;750001042;M1040;;;;;3;0;;;;;;;;;;;;;;;3
Q20;2013;750301145;750001042;M1070;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301145;750001042;M1090;;;;;1;;15;2;;;;;;;;;;;;;18
Q20;2013;750301145;750001042;M1130;;;;;;;1;2;;;;;;;;;;;;;3
Q20;2013;750301145;750001042;M1160;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750301145;750001042;M1190;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301145;750001042;M1200;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;750301145;750001042;M2010;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750301145;750001042;M2020;;;;;;;4;;;;;;;;;;;;;;4
Q20;2013;750301145;750001042;M2030;;;;;1;;11;;;;;;;;;;;;;;12
Q20;2013;750301145;750001042;M2040;;;;;;;7;6;;;;;;;;;;;;;13
Q20;2013;750301145;750001042;M2050;;;;;;;5;1;;;;;;;;;;;;;6
Q20;2013;750301145;750001042;M2070;;;;;;;13;2;;;;;;;;;;;;;15
Q20;2013;750301145;750001042;M2080;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750301145;750001042;M2100;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;750301145;750001042;M2120;;;;;;;10;;;;;;;;;;;;;;10
Q20;2013;750301145;750001042;M2130;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750301145;750001042;M3050;;1;;1;;;;;;1.59;;;;;;;;;2;1.59;
Q20;2013;750301145;750001042;M3060;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;750301145;750001042;M9999;;1;4;2;10;1;84;15;2.42;2.7;;;;;;;;;7;5.12;110
Q20;2013;750301152;750047136;M1000;;;;;2;;1;;;;;;;;;;;;;;3
Q20;2013;750301152;750047136;M1030;;;;;2;;1;;;;;;;;;;;;;;3
Q20;2013;750301152;750047136;M2010;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750301152;750047136;M2020;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301152;750047136;M2030;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750301152;750047136;M2050;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750301152;750047136;M2070;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750301152;750047136;M2080;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;750301152;750047136;M2100;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;750301152;750047136;M2120;;;;;;;10;;;;;;;;;;;;;;10
Q20;2013;750301152;750047136;M2130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301152;750047136;M9999;;;;;2;;38;;;;;;;;;;;;;;40
Q20;2013;750301160;750001067;M1000;;;1;;8;2;16;1;1;;;;;;;;;;1;1;27
Q20;2013;750301160;750001067;M1010;;;1;;;;;;1;;;;;;;;;;1;1;
Q20;2013;750301160;750001067;M1030;;;;;6;1;;;;;;;;;;;;;;;7
Q20;2013;750301160;750001067;M1040;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750301160;750001067;M1160;;;;;2;1;4;;;;;;;;;;;;;;7
Q20;2013;750301160;750001067;M1180;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;750301160;750001067;M1190;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301160;750001067;M1200;;;;;;;7;1;;;;;;;;;;;;;8
Q20;2013;750301160;750001067;M2010;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750301160;750001067;M2030;;;;;10;;10;2;;;;;;;;;;;;;22
Q20;2013;750301160;750001067;M3011;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2013;750301160;750001067;M9999;;;1;;18;2;30;4;1;;;;;;;;;;1;1;54
Q20;2013;750310013;750043994;M3000;9;11;8;4;;;3;1;2.85;1.05;;;;;;;;;32;3.9;4
Q20;2013;750310013;750043994;M3020;8;9;8;3;;;3;1;2.72;0.55;;;;;;;;;28;3.27;4
Q20;2013;750310013;750043994;M3050;1;2;;1;;;;;0.13;0.5;;;;;;;;;4;0.63;
Q20;2013;750310013;750043994;M9999;9;11;8;4;;;3;1;2.85;1.05;;;;;;;8.76;;32;3.9;4
Q20;2013;750700015;750720609;M1000;1;;4;4;;;;;3.7;1.06;;;;;;;;;9;4.76;
Q20;2013;750700015;750720609;M1040;;;2;3;;;;;1.24;0.86;;;;;;;;;5;2.1;
Q20;2013;750700015;750720609;M1070;;;;1;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2013;750700015;750720609;M1180;1;;2;;;;;;2.46;;;;;;;;;;3;2.46;
Q20;2013;750700015;750720609;M3040;;;;;;;;;;0.2;;;;;;;;;;0.2;
Q20;2013;750700015;750720609;M3050;;;;;;;;;;0.1;;;;;;;;;;0.1;
Q20;2013;750700015;750720609;M9999;1;;4;4;;;;;3.7;1.36;;;;;;;;;9;5.06;
Q20;2013;750710782;750001190;M3000;;;5;4;;;1;;1.6;0.7;;;;;;;;;9;2.3;1
Q20;2013;750710782;750001190;M3020;;;5;4;;;1;;1.6;0.7;;;;;;;;;9;2.3;1
Q20;2013;750710782;750001190;M9999;;;5;4;;;1;;1.6;0.7;;;;;;;;;9;2.3;1
Q20;2013;750719361;;M1000;;;;1;;;;;;0.11;;;;;;;;;1;0.11;
Q20;2013;750719361;;M1140;;;;1;;;;;;0.11;;;;;;;;;1;0.11;
Q20;2013;750719361;;M3020;;;2;8;;;;;0.73;3.77;;;;;;;;;10;4.5;
Q20;2013;750719361;;M3050;;;1;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2013;750719361;;M9999;;;3;9;;;;;1.23;3.88;;;;;;;;;12;5.11;
Q20;2013;750720674;;M1000;;;;1;;;;;;0.1;;;;;;;;;1;0.1;
Q20;2013;750720674;;M1140;;;;1;;;;;;0.1;;;;;;;;;1;0.1;
Q20;2013;750720674;;M3020;;;4;5;;;;;1.89;1.04;;;;;;;;;9;2.93;
Q20;2013;750720674;;M9999;;;4;6;;;;;1.89;1.14;;;;;;;3.03;;10;3.03;
Q20;2013;750790164;750008310;M1000;;;;;;;2;3;;;;;;;;;;;;;5
Q20;2013;750790164;750008310;M1031;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;750790164;750008310;M1200;;;;;;;;2;;;;;;;;;;;;;2
Q20;2013;750790164;750008310;M2070;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;750790164;750008310;M2080;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750790164;750008310;M3040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;750790164;750008310;M3070;;;;;;;;2;;;;;;;;;;;;;2
