FI;GRP;RS;FI_ET;RS_ET;BOR;an;FI_EJ
210987632;14;CH LA CHARTREUSE DIJON;210007456;LA FONTAINE AUX BERLINGOTS;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210007571;CENTRE DE JOUR -ARLEQUIN-;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210008512;CMP CENTRE DE JOUR;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210010567;CENTRE DE JOUR PEDOPSY. LES RONDEAUX;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210010591;CMP/CATTP/HDJ LAMARTINE;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210010617;CENTRE DE JOUR CHATEAU PROST;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210010625;CMP CENTRE DE JOUR CARNOT;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210010633;CMP CENTRE DE JOUR VILLA DES PERRIERES;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210010641;CMP CENTRE DE JOUR MARCO CAVALLO;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210010666;CMP CENTRE DE JOUR;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210010690;CENTRE MEDICO PSYCHOLOGIQUE DE JOUR;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210981809;CATTP LA CHARTREUSE MAISON MATISSE;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210985214;SERVICE MÉDICO PSYCHOLOGIQUE RÉGIONAL;STB;2013;210780607
210987632;14;CH LA CHARTREUSE DIJON;210986204;CENTRE DE GUIDANCE INFANTILE CH BEAUNE;STB;2013;210780607
210987640;4;CENTRE HOSPITALIER D'AUXONNE;;;STB;2013;210780672
210987657;4;CH BEAUNE;;;STB;2013;210780714
210987665;4;CH INTERCOMMUNAL CHATILLON MONTBARD;;;STB;2013;210010070
210987673;4;CH INTERCOMMUNAL CHATILLON MONTBARD;;;STB;2013;210010070
210987681;4;CHAM SAULIEU C.H AUXOIS-MORVAN;;;STB;2013;210011482
210987699;4;CENTRE HOSPITALIER ROBERT MORLEVAT;;;STB;2013;210780706
210987939;4;USLD CH LA CHARTREUSE DIJON;;;STB;2013;210780607
220000012;4;CENTRE HOSPITALIER YVES LE FOLL;;;STB;2013;220000020
220000095;4;CTRE HOSPITALIER DINAN;;;STB;2013;220000046
220000194;4;Centre Hospitalier du Centre Bretagne- site de Plémet;;;STB;2013;560014748
220000210;5;FONDATION BON SAUVEUR;220000608;C.H.S. BEGARD;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220005672;HOPITAL DE JOUR ADULTES;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220013056;MAISON DU JOUR POUR ENFANTS;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220018188;HOPITAL DE JOUR KENNERZH;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220018238;C.M.P. / CATTP;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220018279;C.M.P./C.A.T.T.P.;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220018329;CENTRE MEDICO- PSYCHOLOGIQUE ADULTES;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220018394;CMP/CATTP;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220018527;CTRE MEDICO-PSYCHOLOGIQUE ENFANTS;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220018535;CTRE MEDICO-PSYCHOLOGIQUE ENFANTS;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220018550;C.M.P. /C.A.T.T.P. TREDARZEC;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220020663;CATTP DE CAVAN;STB;2013;
220000210;5;FONDATION BON SAUVEUR;220020903;CENTRE FRANCOISE DOLTO;STB;2013;
220000319;15;CLINIQUE -LA CERISAIE-;;;STB;2013;220000681
220000327;15;CLINIQUE DU VAL JOSSELIN;;;STB;2013;220000699
220000343;4;CENTRE HOSPITALIER GUINGAMP;;;STB;2013;220000079
220000368;4;CENTRE HOSPITALIER LANNION;;;STB;2013;220000103
220000483;4;Centre Hospitalier du Centre Bretagne- site de Loudéac;;;STB;2013;560014748
220000541;4;CENTRE HOSPITALIER PAIMPOL;;;STB;2013;220000152
220000566;4;CENTRE HOSPITALIER LAMBALLE;;;STB;2013;220021968
220000574;4;CENTRE HOSPITALIER QUINTIN;;;STB;2013;220000186
220001259;4;CENTRE HOSPITALIER TREGUIER;;;STB;2013;220005045
220005557;4;CTRE DE LONG SEJOUR CH LANNION;;;STB;2013;220000103
220006423;4;CTRE DE LONG SEJOUR CH PAIMPOL;;;STB;2013;220000152
220006456;4;CTRE LONG SEJOUR CH LAMBALLE;;;STB;2013;220021968
220006472;4;CTRE DE LONG SEJOUR CH DINAN;;;STB;2013;220000046
220007645;4;USLD CH TREGUIER;;;STB;2013;220005045
220012751;15;HOPITAL DE JOUR ENFANTS;220012900;HOPITAL DE JOUR;STB;2013;220017974
220012751;15;HOPITAL DE JOUR ENFANTS;220014914;CMP / CATTP/ CMPS;STB;2013;220017974
220012751;15;HOPITAL DE JOUR ENFANTS;220016828;HOPITAL DE JOUR ENFANTS;STB;2013;220017974
220012751;15;HOPITAL DE JOUR ENFANTS;220018618;HOPITAL DE JOUR DE ROSTRENEN;STB;2013;220017974
220012751;15;HOPITAL DE JOUR ENFANTS;220018626;CMP - CATTP DE ROSTRENEN;STB;2013;220017974
220012751;15;HOPITAL DE JOUR ENFANTS;220018634;CENTRE MEDICO PSYCHOLOGIQUE ENFANTS;STB;2013;220017974
220012884;4;CENTRE REEDUCATION DE TRESTEL;;;STB;2013;220000103
220019061;4;SSR GERIATRIQUE;;;STB;2013;220000020
220020101;4;UDM DE LANNION;;;STB;2013;220000020
220020119;4;UDM DE PAIMPOL;;;STB;2013;220000020
220022149;4;UDM SITE CH GUINGAMP;;;STB;2013;220000020
230000259;4;USLD - CH GUERET;;;STB;2013;230780041
230000820;4;CENTRE HOSPITALIER GUERET;;;STB;2013;230780041
230000838;4;CENTRE HOSPITALIER D'AUBUSSON;;;STB;2013;230780058
230000846;4;C H BERNARD DESPLAS  BOURGANEUF;;;STB;2013;230780066
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230000267;CENTRE PEDOPSY L'HERMITAGE IS;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230000655;CENTRE PSYCHOTHER DE JOUR S1;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230000663;CENTRE PSYCHOLOGIQUE DE JOUR S1;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230000671;CENTRE PEDOPSY  COLEGRAM  IS;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230001356;HOPITAL DE JOUR PR PERS AGEES BELFONT;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230002149;CTRE ACCUEIL THERAPEUTIQUE TPS PARTIEL;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230002388;CTRE ACCUEIL THERAPEUTIQUE TPS PARTIEL;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230003287;CENTRE DE JOUR DU MAUPUY IS;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230003337;CENTRE MEDICO PSY ENFANT IS;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230004046;ATELIER THERAPEUTIQUE DE FLEURAT S1;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230004053;LOKALADO IS;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230781601;CENTRE PSY  LA PETITE MAISON  IS;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230781619;CENTRE PSYCHOTHER DE JOUR S2;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230782245;CENTRE PSYCHOLOGIQUE DE JOUR S1;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230782252;CENTRE PSYCHOTHER DE JOUR S2;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230782344;CENTRE MEDICO PSY ADULTE S2;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230782351;CENTRE MEDICO PSY POUR ENFANT IS;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230782369;CENTRE MEDICO PSY POUR ENFANT IS;STB;2013;230780074
230000853;14;CENTRE HOSPITALIER SAINT VAURY;230782443;CENTRE MEDICO PSY ADULTE S2;STB;2013;230780074
230000952;4;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;;;STB;2013;230780512
230000960;4;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;;;STB;2013;230780520
230004657;4;SITE CROIX BLANCHE;;;STB;2013;230780058
230780181;15;CLINIQUE  CHATELGUYON  VIERSAT;;;STB;2013;230000879
240000091;4;C.H DE LANMARY;;;STB;2013;240000034
240000174;4;CENTRE HOSPITALIER DE BELVES;;;STB;2013;240000042
240000372;4;C.H DE BERGERAC;;;STB;2013;240000059
240000414;4;CENTRE HOSPITALIER DE DOMME;;;STB;2013;240000067
240000455;4;CENTRE HOSPITALIER D'EXCIDEUIL;;;STB;2013;240000075
240000463;4;CENTRE HOSPITALIER VAUCLAIRE;240007526;C.M.P. ADULTES DE NONTRON;STB;2013;240000083
240000463;4;CENTRE HOSPITALIER VAUCLAIRE;240007757;C.M.P. ENFANTS DE BERGERAC;STB;2013;240000083
240000463;4;CENTRE HOSPITALIER VAUCLAIRE;240008326;HOPITAL DE JOUR POUR ENFANTS;STB;2013;240000083
240000463;4;CENTRE HOSPITALIER VAUCLAIRE;240008334;HOPITAL DE JOUR POUR ADULTES;STB;2013;240000083
240000463;4;CENTRE HOSPITALIER VAUCLAIRE;240014878;HOPITAL DE JOUR POUR ENFANTS;STB;2013;240000083
240000463;4;CENTRE HOSPITALIER VAUCLAIRE;240014886;HOPITAL DE JOUR POUR ADULTES;STB;2013;240000083
240000463;4;CENTRE HOSPITALIER VAUCLAIRE;240015677;UNITE SEVRAGE COMPLEXE - CH VAUCLAIRE;STB;2013;240000083
240000471;4;CENTRE HOSPITALIER DE NONTRON;;;STB;2013;240000109
240000489;4;CENTRE HOSPITALIER DE PERIGUEUX;;;STB;2013;240000117
240000505;4;CENTRE HOSPITALIER DE RIBERAC;;;STB;2013;240000133
240000513;4;CENTRE HOSPITALIER DE SAINT-ASTIER;;;STB;2013;240000141
240000521;4;CENTRE HOSPITALIER CHENARD;;;STB;2013;240000158
240000539;4;CENTRE HOSPITALIER LA MEYNARDIE;;;STB;2013;240000166
240000646;15;FONDATION JOHN BOST;;;STB;2013;240000265
240000687;4;CENTRE HOSPITALIER SARLAT;;;STB;2013;240000448
240003392;14;HOPITAL DE JOUR ENFANTS LES NYMPHEAS (EN FAIT TOUS LES SECTEURS DE PSYCHIATRIE ADULTES ET ENFANTS);240009597;C.M.P. D'EXCIDEUIL;STB;2013;240000117
240003392;14;HOPITAL DE JOUR ENFANTS LES NYMPHEAS (EN FAIT TOUS LES SECTEURS DE PSYCHIATRIE ADULTES ET ENFANTS);240009605;C.M.P. DE TERRASSON;STB;2013;240000117
250000023;4;CHU SAINT-JACQUES;;;STB;2013;250000015
250000114;4;C H   BOULLOCHE  MONTBELIARD;;;STB;2013;900000365
250000619;14;PSYCHIATRIQUE ADULTE PONTARLIER;250009123;PSYCHIATRIE ADULTE MORTEAU;STB;2013;250000452
250000619;14;PSYCHIATRIQUE ADULTE PONTARLIER;250011822;CATTP ADULTE DU CH PONTARLIER;STB;2013;250000452
250000627;4;HL P NAPPEZ MORTEAU;;;STB;2013;250000221
250000635;4;HL STE CROIX BAUME LES DAMES;;;STB;2013;250000239
250000700;4;CHI HAUTE COMTÉ SITE DE PONTARLIER;;;STB;2013;250000452
250000718;14;CHS NOVILLARS;250006053;CMP CATTP ADULTES GUIDANCE INFANTILE;STB;2013;250000460
250000718;14;CHS NOVILLARS;250008109;FOYER POSTCURE LE COLOMBIER CHS;STB;2013;250000460
250000718;14;CHS NOVILLARS;250008117;FOYER POSTCURE LES 4 VENTS CHS;STB;2013;250000460
250000718;14;CHS NOVILLARS;250008281;CMP ENFANTS ADULTES BAUME CHS NOVILLAR;STB;2013;250000460
250000718;14;CHS NOVILLARS;250008455;CMP CATTP ADULTES ESPACE RENCONTRE;STB;2013;250000460
250000718;14;CHS NOVILLARS;250010493;CATTP JULES VERNE- CMP LE PATIO;STB;2013;250000460
250000718;14;CHS NOVILLARS;250011160;HOPITAL DE JOUR  CATALPA CHS NOVILLARS;STB;2013;250000460
250000718;14;CHS NOVILLARS;250011186;CATIJ JARDINS CHS NOVILLARS;STB;2013;250000460
250000718;14;CHS NOVILLARS;250011244;CTRE GUIDANCE INFANTILE CHS NOVILLARS;STB;2013;250000460
250000718;14;CHS NOVILLARS;250016029;CATTP ADULTE VIVRE EN VILLE;STB;2013;250000460
250000718;14;CHS NOVILLARS;250016078;CMP ADULTE GUIDANCE INFANTILE VALDAHON;STB;2013;250000460
250000718;14;CHS NOVILLARS;250016128;CENTRE GUIDANCE INFANTILE;STB;2013;250000460
250000718;14;CHS NOVILLARS;250016466;ESPACE ACCUEIL ADOLESCENT ST JACQUES;STB;2013;250000460
250000718;14;CHS NOVILLARS;250017241;CMP ADULTES PONT-DE-ROIDE;STB;2013;250000460
250000718;14;CHS NOVILLARS;250017308;UNITÉ PÈRE MÈRE BÉBÉ;STB;2013;250000460
250000718;14;CHS NOVILLARS;250018793;CMP ADULTES MAICHE;STB;2013;250000460
250000726;4;HL ST LOUIS ORNANS;;;STB;2013;250000478
250000734;4;CHI HAUTE-COMTÉ SITE R. SALINS MOUTHE;;;STB;2013;250000452
250000759;4;CENTRE DE SOINS ET DE READAPTATION - LES TILLEROYES;;;STB;2013;250000569
250000882;4;CRF  QUINGEY;;;STB;2013;250002839
250001237;4;USLD BELLEVAUX;;;STB;2013;250007598
250001252;4;USLD  J WEINMAN AVANNE;;;STB;2013;250007788
250004009;4;LE MITTAN ANNEXE DU CH;;;STB;2013;900000365
250005196;15;HOPITAL DE JOUR VELOTTE;;;STB;2013;250001013
250006954;4;CHU JEAN MINJOZ;;;STB;2013;250000015
250007234;4;USLD PONTARLIER;;;STB;2013;250000452
250014008;15;CENTRE DE PSYCHIATRIE JEAN MESSAGIER;250014099;HJ CMP CATTP ADULTES MONTBELIARD AHFC;STB;2013;700004096
250014008;15;CENTRE DE PSYCHIATRIE JEAN MESSAGIER;250014198;CTRE LUCINE  AHFC;STB;2013;700004096
250014008;15;CENTRE DE PSYCHIATRIE JEAN MESSAGIER;250016169;PSYCHIATRIE ADULTE HOSPIT DE JOUR AHFC;STB;2013;700004096
260000013;4;CH DE VALENCE;;;STB;2013;260000021
260000120;4;HOPITAUX DROME NORD ROMANS;;;STB;2013;260016910
260000138;4;CH DE MONTÉLIMAR;;;STB;2013;260000047
260000146;4;CENTRE HOSPITALIER DE CREST;;;STB;2013;260000054
260000203;4;HOPITAUX DROME NORD ST VALLIER;;;STB;2013;260016910
260000229;4;HÔPITAL LOCAL DE DIEULEFIT;;;STB;2013;260000070
260000237;4;HL DE NYONS;;;STB;2013;260000088
260000278;4;HL DE BUIS LES BARONNIES;;;STB;2013;260000096
260000286;4;CENTRE HOSPITALIER DIE;;;STB;2013;260000104
260000302;15;ETABLISSEMENT MEDICAL LA TEPPE;;;STB;2013;260000161
260000823;14;CHS LE VALMONT;260005277;HJ ADULTES MONTÉLIMAR;STB;2013;260003264
260000823;14;CHS LE VALMONT;260006705;HJ ADULTES VALENCE GRAND CHARRAN;STB;2013;260003264
260000823;14;CHS LE VALMONT;260013602;CMP ADULTES CATHELIN CHS VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260013628;CMP ENFANTS PORTES CHS VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260013636;CMP ADULTES LIVRON CHS VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260013644;CMP ENFANTS LIVRON CHS VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260013669;CMP ENFANTS CREST CHS VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260013693;CMP ADULTES DIE CHS VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260013719;CMP ADULTES DIEULEFIT CH LE VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260013743;CMP ADULTES BUIS CH LE VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260014378;HJ ADULTES NYONS;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017488;CMP N POUSSIN LE VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017496;CMP ENFANTS CH LE VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017504;MAIS DES ADOLESCENTS CH LE VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017512;URGENCES CMP CH LE VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017520;CMP ADULTES CREST CH LE VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017538;CMP CATTP ZANELLA CH LE VALMONT;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017546;CMP ADULTES MONTELIMAR THEATRE;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017553;CMP ADULTES MONTELIMAR GAULTIER;STB;2013;260003264
260000823;14;CHS LE VALMONT;260017728;HC ADULTES CH MONTÉLIMAR;STB;2013;260003264
260003280;14;SCE DE SPECIALITE LE VERCORS CH ROMANS;260010186;HOPITAL DE JOUR ROMANS;STB;2013;260016910
260003280;14;SCE DE SPECIALITE LE VERCORS CH ROMANS;260010194;CMP / CATTP INFANTO-JUVÉNILE;STB;2013;260016910
260003280;14;SCE DE SPECIALITE LE VERCORS CH ROMANS;260010236;CMP ADULTES ET INFANTO-JUVÉNILE;STB;2013;260016910
260003280;14;SCE DE SPECIALITE LE VERCORS CH ROMANS;260010251;CMP ENFANTS ROMANS CH ROMANS/ST VALLIE;STB;2013;260016910
260003280;14;SCE DE SPECIALITE LE VERCORS CH ROMANS;260013800;HJ CMP CATTP LESPERLUETTE;STB;2013;260016910
260006655;14;HJ ENFANTS CH DE MONTÉLIMAR;260006416;CMP ADULTES MONTELIMAR CH MONTELIMAR;STB;2013;260000047
260006655;14;HJ ENFANTS CH DE MONTÉLIMAR;260006424;CMP ENFANTS MONTELIMAR CH MONTELIMAR;STB;2013;260000047
260006655;14;HJ ENFANTS CH DE MONTÉLIMAR;260013750;CMP ENFANTS NYONS CH MONTELIMAR;STB;2013;260000047
260006655;14;HJ ENFANTS CH DE MONTÉLIMAR;260013818;HOPITAL DE JOUR ENFANTS NYONS;STB;2013;260000047
260010012;4;USLD CHS LE VALMONT MONTÉLEGER;;;STB;2013;260003264
270000045;4;CH BERNAY;;;STB;2013;270000060
270000359;4;CH EVREUX CHI EURE-SEINE;;;STB;2013;270023724
270000367;4;CH GISORS;;;STB;2013;270000086
270000391;4;EHPAD LOUVIERS CHI ELBEUF;;;STB;2013;760024042
270000425;4;CH PONT-AUDEMER;;;STB;2013;270000102
270000441;4;CH VERNEUIL-SUR-AVRE;;;STB;2013;270000110
270000458;4;CH VERNON CHI EURE-SEINE;;;STB;2013;270023724
270000474;4;HL SAINT-JACQUES LES ANDELYS;;;STB;2013;270000136
270000482;4;CH PIERRE HURABIELLE BOURG-ACHARD;;;STB;2013;270000144
270000516;4;HL LE NEUBOURG;;;STB;2013;270000177
270000532;4;CH PACY-SUR-EURE;;;STB;2013;270000185
270000573;14;NOUVEL HOPITAL DE NAVARRE;270004005;HOP JOUR ENFANTS EVREUX NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270004419;HOP JOUR ADULTES VERNON NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270007479;HOP JOUR ENFANTS VERNON NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270007768;HOP JOUR ENFANT ANDELYS NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270009301;HOP JOUR ADULTES BERNAY NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270009319;HOP JOUR ADULTES NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270009327;HOP JOUR ADULTES LOUVIERS NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270009335;CATTP ADULTES VERNEUIL/AVRE NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270009343;CMP ENFANTS VERNON NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270009350;CATTP ENFANTS GISORS NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270011810;CMP ADULTES EVREUX NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270012164;CATTP ADULTES BOURGTHEROULDE NHNAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270012800;CATTP ADULTES LE NEUBOURG NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270012818;CMP ADULTES BRETEUIL/ITON NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270012826;CMP ADULTES ST ANDRE/EURE NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270012834;CMP ENFANT EVREUX ST MICHEL NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270012842;CMP ENFANTS LES ANDELYS NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270012875;CMP ADULTES VERNON NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270014103;APPART THERAPEUTIQUE FEMMES VERNON NH;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270014111;APPART THERAPEUTIQUE HOMMES VERNON NH;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270014129;CATTP ADULTES VERNON NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270014137;CMP ADULTE CONCHES-EN-OUCHE NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270014145;CMP ADULTES VERNEUIL/AVRE NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270014152;CATTP ADULTES LOUVIERS NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270014350;HOP JOUR ENFANTS LOUVIERS NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015258;CMP ENFANTS BERNAY NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015308;CMP ADOLESCENTS BERNAY NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015399;CMP ENFANTS PONT-AUDEMER NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015449;CMP ENFANTS VERNEUIL/AVRE NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015498;CATTP PETITE ENFANCE BERNAY NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015548;HOP JOUR ENFANTS BERNAY NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015589;CMP ADULTES BERNAY NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015639;CMP ADULTES PONT-AUDEMER NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015688;CATTP ADULTES BERNAY NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015738;CATTP ADULTES PONT-AUDEMER NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015779;CATTP ADOLESCENTS EVREUX NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270015829;SAFT EVREUX NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270016108;APPART THERAPEUTIQUE NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270016199;APPART THERAPEUTIQUE NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270016249;APPART THERAPEUTIQUE NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270016298;APPART THERAPEUTIQUE NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270016348;APPART THERAPEUTIQUE NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270016819;CATTP ADULTES NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270018229;HOP JOUR ADULTES VERNEUIL NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270019888;HOP JOUR ADOLESCENTS NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270019938;UNITE DEPISTAGE TROUBLES APPRENTISSAGE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270020209;CATTP ADULTES LOUVIERS CHS NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270020258;ANTENNE MOBILE RESPIRE NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024540;HOP JOUR ADULTES EVREUX G01 NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024565;CMP ADULTES LE NEUBOURG NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024573;CMP ADULTES BOURGTHEROULDE NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024581;CATTP ADULTES CONCHES-EN-OUCHE NHNAVAR;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024607;CTRE CONSULTATIONS EVREUX LA MADELEINE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024615;CTRE DE SOINS PSY MAISON ARRET EVREUX;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024631;CATTP ENFANTS EVREUX NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024656;CENTRE MEDICO PSYCHOLOGIQUE NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024896;CMP ENFANTS GISORS NH DE NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270024904;CATTP ENFANTS ANDELYS NH NAVARRE;STB;2013;270000219
270000573;14;NOUVEL HOPITAL DE NAVARRE;270025133;APPART THERAPEUTIQUE BERNAY NH NAVARRE;STB;2013;270000219
